"Wiretap Table A-1. United States District Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
SOUTH CAROLINA,2018-70148,HARWELL,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43371.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-70241,LEWIS,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43151.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-70821,HARWELL,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43399.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-70823,HENDRICKS,HULSER,NARCOTICS,WC,D,43392.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71690,CURRIE,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43234.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71784,SEYMOUR,HULSER,NARCOTICS,"TX,WC",D,43384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71836,CAIN,HULSER,CONSPIRACY,"TX,WC",D,43186.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71871,CAIN,HULSER,CONSPIRACY,"TX,WC",D,43221.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71875,SEYMOUR,HULSER,NARCOTICS,"TX,WC",D,43384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-71922,CAIN,MATTHEW S. MINER,CONSPIRACY,"TX,WC",D,43208.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-72105,SEYMOUR,HULSER,CONSPIRACY,"AP,TX,WC",D,43166.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-72141,SEYMOUR,HULSER,NARCOTICS,"TX,WC",D,43384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-72142,SEYMOUR,HULSER,NARCOTICS,"TX,WC",D,43384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SOUTH CAROLINA,2018-75267,LEWIS,HULSER,NARCOTICS,WC,D,43147.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,42708.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2018-77848,CHILDS,HULSER,NARCOTICS,WC,D,43166.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,285.0,56,"25,355","4,956",295244.0,8040.0,12.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2018-77850,CHILDS,HULSER,EXTORTION,WC,D,43271.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,56.0,52,"3,346",428,164433.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2018-77852,VARLAN,HULSER,EXTORTION,WC,D,43329.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,81.0,28,"2,422",0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-77850,RELATED TO NO. 2018-77850
TENNESSEE EASTERN,2017-77479,REEVES,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43084.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE EASTERN,2018-68869,GREER,M. KENDALL DAY,DRUGS - ILLEGAL,"TX,WC",D,43132.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE EASTERN,2018-70494,VARLAN,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43370.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE EASTERN,2018-77509,GREER,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43074.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0,45,0,0,0,0,0,0,0.0,0.0,0.0,0,,
TENNESSEE EASTERN,2018-77854,MAYS,CRONAN,EXTORTION,WC,N,43166.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,28.0,106,"1,709",170,46949.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2017-75284,CRENSHAW,SWARTZ,NARCOTICS,TX,D,43056.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,27.0,16,350,144,93963.0,8104.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2017-75286,CRENSHAW,DOWNING,NARCOTICS,WC,D,42986.0,30.0,2.0,90.0,INSTALLED AND USED,64.0,85.0,173,"5,469","3,438",85808.0,6320.0,13.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2017-75290,CRENSHAW,HULSER,NARCOTICS,WC,D,43056.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,41480.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2017-75294,CRENSHAW,RYBICKI,NARCOTICS,WC,D,43027.0,30.0,1.0,60.0,INSTALLED AND USED,34.0,0.0,0,0,0,47538.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2017-75296,CRENSHAW,HULSER,NARCOTICS,WC,D,42860.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,0.0,0,0,0,5910.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2018-71852,CRENSHAW,KENDALL DAY,CONSPIRACY,"TX,WO",D,43108.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71854,CRENSHAW,HULSER,CONSPIRACY,"TX,WC",D,43370.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71855,CRENSHAW,DOWNING,CONSPIRACY,"TX,WC",D,43336.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71857,CRENSHAW,DOWNING,CONSPIRACY,WC,D,43411.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71858,CRENSHAW,DAVID C. RYBICKI,CONSPIRACY,"TX,WC",D,43360.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71859,CRENSHAW,SWARTZ,CONSPIRACY,"TX,WC",D,43341.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71860,CRENSHAW,MATTHEW MINER,CONSPIRACY,"OM,TX,WO",D,43189.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-71861,CRENSHAW,KENDALL DAY,CONSPIRACY,"TX,WO",D,43146.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE  MIDDLE,2018-75288,CRENSHAW,DAY,NARCOTICS,TX,D,43103.0,30.0,2.0,90.0,INSTALLED AND USED,67.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2018-75292,CRENSHAW,MINER,NARCOTICS,WC,D,43182.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE  MIDDLE,2018-75298,CRENSHAW,DAY,NARCOTICS,TX,D,43140.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2015-77856,TODD,OBRIEN,RACKETEERING,WC,D,42003.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,8.0,25,714,714,85352.0,1477.0,51.0,0.0,0.0,0.0,0.0,34.0,,
TENNESSEE WESTERN,2015-77858,MAYES,BITKOWER,RACKETEERING,WC,D,42095.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,14,154,154,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77856,RELATED TO NO. 2015-77856
TENNESSEE WESTERN,2015-77860,TODD,OBRIEN,RACKETEERING,WC,D,42129.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,5.0,54,285,285,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77856,RELATED TO NO. 2015-77856
TENNESSEE WESTERN,2015-77862,TODD,OBRIEN,RACKETEERING,WC,D,42187.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,16,101,101,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77856,RELATED TO NO. 2015-77856
TENNESSEE WESTERN,2016-75306,LIPMAN,O'BRIEN,NARCOTICS,WC,D,42629.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,241.0,111,"7,222","1,173",39860.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2016-75317,LIPMAN,O'BRIEN,NARCOTICS,WC,D,42579.0,30.0,1.0,60.0,INSTALLED AND USED,41.0,157.0,192,"6,451","1,294",55172.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2017-75300,FOWLKES,CHEUNG,NARCOTICS,WC,D,42794.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,155.0,360,"9,285",787,54256.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2017-75308,LIPMAN,MCFADDEN,NARCOTICS,WC,D,43031.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,39860.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2017-75309,LIPMAN,MCFADDEN,NARCOTICS,WC,D,42818.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,41,357,105,39370.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2017-75319,LIPMAN,RYBICKI,NARCOTICS,WC,D,42923.0,30.0,1.0,60.0,INSTALLED AND USED,42.0,0.0,0,0,0,56384.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-71715,TODD,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43168.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71777,TODD,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43347.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71778,TODD,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43305.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71793,TODD,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43215.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71826,TODD,MATTHEW MINER,DRUGS - ILLEGAL,"TX,WC",D,43244.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71868,LIPMAN,HULSER,CONSPIRACY,WC,D,43077.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71869,LIPMAN,HULSER,CONSPIRACY,"TX,WC",D,43305.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-71954,TODD,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43187.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-72024,TODD,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43332.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-72057,TODD,M. KENDALL DAY,DRUGS - ILLEGAL,"TX,WC",D,43133.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-72113,TODD,RICHARD DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43369.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TENNESSEE WESTERN,2018-75304,FOWLKES,HULSER,NARCOTICS,WC,D,43340.0,30.0,0.0,30.0,INSTALLED AND USED,2.0,0.0,0,0,0,4595.0,2111.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-75311,FOWLKES,DOWNING,NARCOTICS,WC,D,43082.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,16944.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-75313,FOWLKES,RYBICKI,NARCOTICS,WC,D,43188.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,0.0,0,0,0,10561.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-75315,FOWLKES,MINER,NARCOTICS,WC,D,43264.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,78740.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-75809,LIPMAN,HULSER,FIREARMS,WC,D,43077.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,148.0,57,"8,859","1,570",162000.0,13000.0,0,0,0.0,0.0,0.0,0,,
TENNESSEE WESTERN,2018-75810,FOWLKES,HULSER,FIREARMS,WC,D,43172.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,58,"1,307",137,83500.0,6500.0,0,0,0.0,0.0,0.0,0,,
TENNESSEE WESTERN,2018-75811,FOWLKES,HULSER,FIREARMS,WC,D,43203.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,63,979,176,83500.0,6500.0,0,0,0.0,0.0,0.0,0,,
TENNESSEE WESTERN,2018-77864,TODD,HULSER,NARCOTICS,WC,D,43187.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,13,103,103,51452.0,752.0,3.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-77866,LIPMAN,HULSER,NARCOTICS,WC,D,43215.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,8,420,58,38755.0,755.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77864
TENNESSEE WESTERN,2018-77868,TODD,SWARTZ,NARCOTICS,"EO,WC",D,43305.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,23.0,10,"1,384",1,61311.0,765.0,1.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-77870,LIPMAN,SWARTZ,NARCOTICS,WC,D,43305.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,6,45,45,32770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-77872,TODD,DOWNING,NARCOTICS,WC,D,43318.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,6.0,43,383,0,752.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-77874,LIPMAN,DOWNING,NARCOTICS,WC,H,43369.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,21,268,15,45430.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TENNESSEE WESTERN,2018-77876,CRONE,HULSER,NARCOTICS,WC,D,43375.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,8,32,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-77872,RELATED TO NO. 2018-77872
TEXAS EASTERN,2013-75320,CRONE,O'BRIEN,NARCOTICS,WC,D,41359.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38860.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS EASTERN,2013-75322,SCHELL,BLANCO,NARCOTICS,WC,D,41558.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,39922.0,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS EASTERN,2017-72001,"MAZZANT, III",RICHARD W. DOWNING - ACTING DAAG,DRUGS - ILLEGAL,"TX,WC",D,43077.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2017-72002,"MAZZANT, III",M. KENDALL DAY - ACTING DAAG,DRUGS - ILLEGAL,"TX,WC",D,43098.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-69704,MILLER,HULSER,DRUGS - ILLEGAL,WC,D,43375.0,30.0,0.0,30.0,INSTALLED BUT NOT USED,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71694,CRONE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43353.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71707,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,TX,D,43300.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71708,"MAZZANT, III",MATTHEW S. MINER,DRUGS - ILLEGAL,"TX,WC",D,43314.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71709,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,TX,D,43430.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71776,CRONE,RICHARD W. DOWING - ACTING DAAG,DRUGS - ILLEGAL,"TX,WC",D,43334.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71780,CRONE,HULSER,DRUGS - ILLEGAL,TX,D,43399.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71795,CRONE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43186.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71823,CRONE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43255.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71893,CRONE,DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43188.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71928,CRONE,RICHARD W. DOWING - ACTING DAAG,DRUGS - ILLEGAL,"TX,WC",D,43217.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71937,CRONE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43154.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71938,CRONE,HULSER,DRUGS - ILLEGAL,TX,D,43160.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71943,HUGHES,DAVID C. RYBICKI,CONSPIRACY,"TX,WC",D,43420.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71993,"MAZZANT, III",MATTHEW S. MINER,DRUGS - ILLEGAL,"TX,WC",D,43194.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71994,"MAZZANT, III",DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43293.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71995,"MAZZANT, III",DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43321.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71996,"MAZZANT, III",DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43335.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71997,"MAZZANT, III","DAAG, DAVID C. RYBICKI",DRUGS - ILLEGAL,"TX,WC",D,43343.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71998,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43375.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-71999,"MAZZANT, III","AAG, BRIAN A. BENCZKOWSKI",DRUGS - ILLEGAL,"TX,WC","D,N",43390.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72000,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43411.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72003,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43118.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72004,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,WC,D,43221.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72005,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,WC,D,43269.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72006,"MAZZANT, III",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43280.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72019,SCHELL,DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43194.0,30.0,5.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72029,CRONE,RICHARD W. DOWING - ACTING DAAG,DRUGS - ILLEGAL,TX,D,43243.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72030,"MAZZANT, III",MATTHEW S. MINER,DRUGS - ILLEGAL,"TX,WC",D,43194.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72044,CRONE,DAVID C. RYBICKI,DRUGS - ILLEGAL,TX,D,43371.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72046,CRONE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43433.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-72120,CRONE,SWARTZ,DRUGS - ILLEGAL,WC,D,43207.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS EASTERN,2018-77878,MAZZANT,DOWNING,NARCOTICS,WC,D,43188.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,8.0,9,750,504,201975.0,4120.0,0,0,0.0,0.0,0.0,0,,
TEXAS EASTERN,2018-77880,MAZZANT,SWARTZ,NARCOTICS,WC,D,43207.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,2,8,7,66837.0,775.0,0,0,0.0,0.0,0.0,0,,
TEXAS EASTERN,2018-77882,MAZZANT,DOWNING,NARCOTICS,WC,D,43245.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,527257.0,4354.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS EASTERN,2018-77884,MAZZANT,DOWNING,NARCOTICS,WC,D,43293.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,3,198,181,70559.0,0.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77882
TEXAS EASTERN,2018-77886,MAZZANT,RYBICKI,NARCOTICS,WC,D,43321.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,4,172,47,69349.0,0.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77882
TEXAS EASTERN,2018-77888,GILSTRAP,DOWNING,NARCOTICS,WC,D,43335.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,0.0,0,0,0,34691.0,0.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77882
TEXAS EASTERN,2018-77890,MAZZANT,DOWNING,FIREARMS,WC,D,43336.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,40.0,30,"1,000","1,000",52936.0,0.0,0,0,0.0,0.0,0.0,0,,
TEXAS EASTERN,2018-77892,FITZWATER,RYBICKI,NARCOTICS,WC,D,43343.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,3,48,0,58537.0,0.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77882
