State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEW YORK,NEW YORK,2012-10,RICHTER,"VANCE, JR.",LARCENY,WC,D,41040.0,30,6,210,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2012-11,MCLAUGHLIN,PREVOST,NARCOTICS,WC,D,41053.0,30,1,60,INSTALLED AND USED,21.0,3.0,35.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2012-12,MCLAUGHLIN,PREVOST,CONSPIRACY,WC,D,41053.0,30,1,60,INSTALLED AND USED,28.0,167.0,450.0,4669.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2012-13,MCLAUGHLIN,PREVOST,NARCOTICS,WC,D,41053.0,30,1,60,INSTALLED AND USED,104.0,41.0,115.0,4315.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-1,FRIEDMAN,"VANCE, JR.",LARCENY,WC,D,41197.0,30,6,210,INSTALLED AND USED,140.0,2.0,5.0,300.0,50.0,28000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
NEW YORK,NEW YORK,2013-2,FREEDMAN,FOLEY,$LAUNDERING,",OM",B,41199.0,30,4,150,INSTALLED AND USED,224.0,22.0,70.0,5000.0,1000.0,44800.0,22400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NEW YORK,2013-3,FRIEDMAN,"VANCE, JR.",LARCENY,WC,D,41255.0,30,4,150,INSTALLED AND USED,87.0,253.0,18.0,22033.0,2835.0,13400.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-18
NEW YORK,NEW YORK,2013-4,FRIEDMAN,"VANCE, JR.",NARCOTICS,WC,D,41255.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-5,FRIEDMAN,"VANCE, JR.",FRAUD,WC,D,41255.0,30,4,150,INSTALLED AND USED,30.0,89.0,17.0,2677.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-6,FRIEDMAN,"VANCE, JR.",FRAUD,EF,B,41255.0,30,0,30,INSTALLED AND USED,154.0,16.0,174.0,2541.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-96,RELATED TO NO. 2013-96
NEW YORK,NEW YORK,2013-7,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41269.0,30,2,90,INSTALLED AND USED,27.0,2.0,5.0,48.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-8,RICHTER,NG,COUNTERFEITING,WC,D,41293.0,30,9,300,INSTALLED AND USED,30.0,62.0,95.0,1847.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-9,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41309.0,30,0,30,INSTALLED AND USED,56.0,129.0,23.0,7210.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-2
NEW YORK,NEW YORK,2013-10,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41331.0,30,0,30,INSTALLED AND USED,30.0,3.0,20.0,100.0,20.0,3030.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NEW YORK,2013-11,MANZANET-DANIELS,STUART,EXTORTION,WC,D,41344.0,30,6,210,INSTALLED AND USED,17.0,11.0,11.0,191.0,15.0,3400.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NEW YORK,2013-12,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41368.0,30,0,30,INSTALLED AND USED,42.0,23.0,30.0,948.0,177.0,62496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-13,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41389.0,30,0,30,INSTALLED AND USED,163.0,61.0,20.0,10000.0,8000.0,32600.0,16300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NEW YORK,2013-14,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41410.0,30,2,90,INSTALLED AND USED,104.0,216.0,168.0,22440.0,13464.0,20800.0,10400.0,3.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-15,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41410.0,30,1,60,INSTALLED AND USED,139.0,13.0,19.0,1821.0,324.0,27800.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-18
NEW YORK,NEW YORK,2013-16,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41410.0,30,2,90,INSTALLED AND USED,13.0,32.0,79.0,413.0,69.0,2600.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NEW YORK,2013-17,MCLAUGHLIN,WARSHAWER,NARCOTICS,WC,D,41415.0,30,2,90,INSTALLED AND USED,161.0,9.0,114.0,1526.0,792.0,32200.0,16100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-14
NEW YORK,NEW YORK,2013-18,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41432.0,30,0,30,INSTALLED AND USED,12.0,5.0,21.0,63.0,7.0,19770.0,2010.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NEW YORK,2013-19,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41432.0,30,0,30,INSTALLED AND USED,100.0,12.0,20.0,1200.0,250.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NEW YORK,2013-20,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41443.0,30,0,30,INSTALLED AND USED,57.0,85.0,22.0,4820.0,193.0,11400.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-18
NEW YORK,NEW YORK,2013-21,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41472.0,30,3,120,INSTALLED AND USED,20.0,1.0,2.0,17.0,3.0,6000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-248
NEW YORK,NEW YORK,2013-22,MCLAUGHLIN,ROECKER,FIREARMS,WC,D,41472.0,30,5,180,INSTALLED AND USED,193.0,53.0,74.0,10272.0,4198.0,38600.0,19300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-14
NEW YORK,NEW YORK,2013-23,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41472.0,30,2,90,INSTALLED AND USED,266.0,3.0,425.0,834.0,625.0,5320.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NEW YORK,2013-24,MAZZARELLI,"VANCE, JR.",NARCOTICS,WC,D,41474.0,30,0,30,INSTALLED AND USED,6.0,4.0,1.0,21.0,1.0,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-248
NEW YORK,NEW YORK,2013-25,FRIEDMAN,"VANCE, JR.",LARCENY,WC,D,41492.0,30,0,30,INSTALLED AND USED,56.0,9.0,15.0,500.0,75.0,11200.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NEW YORK,2013-26,CLARK,"VANCE, JR.",NARCOTICS,WC,D,41493.0,30,0,30,INSTALLED AND USED,168.0,2.0,79.0,371.0,157.0,33600.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NEW YORK,2013-27,WILEY,SMITH,NARCOTICS,WC,D,41495.0,30,0,30,INSTALLED AND USED,337.0,104.0,2191.0,35179.0,8514.0,67400.0,33700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NEW YORK,2013-28,MCLAUGHLIN,ROECKER,NARCOTICS,WC,D,41502.0,30,2,90,INSTALLED AND USED,102.0,372.0,149.0,37954.0,9488.0,20400.0,10200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-14
NEW YORK,NEW YORK,2013-29,CLARK,VIZCARRONDO,LARCENY,"WC,TX",D,41521.0,30,0,30,INSTALLED AND USED,165.0,91.0,40.0,15000.0,3000.0,33000.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NEW YORK,2013-30,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41536.0,30,0,30,INSTALLED AND USED,8.0,0.0,2.0,3.0,1.0,1600.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-248
NEW YORK,NEW YORK,2013-31,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,65.0,125.0,324.0,8096.0,955.0,13000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NEW YORK,2013-32,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,29.0,27.0,19.0,791.0,401.0,5800.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-233
NEW YORK,NEW YORK,2013-33,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,23.0,1.0,6.0,30.0,10.0,4200.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NEW YORK,2013-34,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,212.0,189.0,20.0,40000.0,12000.0,42400.0,21200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NEW YORK,2013-35,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,218.0,18.0,50.0,4000.0,300.0,43600.0,21800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
NEW YORK,NEW YORK,2013-36,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,1.0,17.0,5.0,17.0,9.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-248
NEW YORK,NEW YORK,2013-37,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,62.0,31.0,35.0,1893.0,143.0,12400.0,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NEW YORK,2013-38,MCLAUGHLIN,"VANCE, JR.",NARCOTICS,WC,D,41605.0,30,0,30,INSTALLED AND USED,56.0,30.0,15.0,1652.0,1006.0,11200.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-233
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-1,COHEN,KADANOFF,CORRUPTION,"WC,TX",D,41130.0,30,9,300,INSTALLED AND USED,30.0,2.0,2.0,51.0,0.0,6000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-2,DILLON,KADANOFF,NARCOTICS,"WC,TX",D,41233.0,30,11,360,INSTALLED AND USED,28.0,18.0,29.0,490.0,62.0,5600.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-3,BUSCAGLIA,KADANOFF,NARCOTICS,WC,D,41240.0,30,1,60,INSTALLED AND USED,520.0,41.0,449.0,21521.0,8788.0,104000.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-4,RANDALL,KADANOFF,NARCOTICS,"WC,TX",D,41241.0,30,10,330,INSTALLED AND USED,29.0,237.0,236.0,6887.0,1438.0,24901.0,24901.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-95
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-5,TERESI,KADANOFF,NARCOTICS,"WC,EO",D,41278.0,30,0,30,INSTALLED AND USED,28.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-99
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-6,BUSCAGLIA,KADANOFF,NARCOTICS,WC,D,41298.0,30,4,150,INSTALLED AND USED,213.0,0.0,NR,NR,NR,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NY ORGANIZED CRIME TASK FORCE,2013-7,MICHALSKI,KADANOFF,NARCOTICS,WC,D,41339.0,30,5,180,INSTALLED AND USED,41.0,94.0,224.0,3873.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-1,ALLEN,VANCE,NARCOTICS,WC,D,41249.0,30,0,30,INSTALLED AND USED,57.0,17.0,21.0,988.0,602.0,11400.0,5700.0,23.0,0.0,0.0,8.0,23.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-2,ALLEN,VANCE,NARCOTICS,WC,D,41250.0,30,0,30,INSTALLED AND USED,63.0,32.0,15.0,2016.0,1712.0,12600.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-233
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-3,ALLEN,VANCE,NARCOTICS,WC,D,41255.0,30,5,180,INSTALLED AND USED,21.0,2.0,6.0,40.0,15.0,4200.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-4,ALLEN,VANCE,NARCOTICS,WC,D,41256.0,30,0,30,INSTALLED AND USED,19.0,1.0,11.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-5,ALLEN,VANCE,NARCOTICS,WC,D,41257.0,30,0,30,INSTALLED AND USED,29.0,13.0,19.0,385.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-6,ALLEN,VANCE,NARCOTICS,WC,D,41257.0,30,0,30,INSTALLED AND USED,85.0,211.0,147.0,17902.0,2161.0,205795.0,205795.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-7,ALLEN,VANCE,NARCOTICS,WC,D,41257.0,30,0,30,INSTALLED AND USED,13.0,19.0,21.0,241.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-8,ALLEN,VANCE,NARCOTICS,WC,D,41261.0,30,0,30,INSTALLED AND USED,3.0,5023.0,7.0,15068.0,3291.0,47290.0,47290.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-9,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,86.0,422.0,62.0,36300.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-2
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-10,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,30.0,1.0,1.0,30.0,5.0,6000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-11,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,0,30,INSTALLED AND USED,26.0,7.0,18.0,175.0,17.0,5200.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-12,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,2,90,INSTALLED AND USED,355.0,167.0,1347.0,59203.0,42362.0,71000.0,35500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-191
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-13,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,28.0,4.0,20.0,100.0,5.0,5600.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-14,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,30.0,160.0,8.0,4793.0,243.0,11000.0,8000.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-15,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,28.0,64.0,14.0,1802.0,92.0,5600.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-18
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-16,ALLEN,VANCE,NARCOTICS,WC,D,41262.0,30,1,60,INSTALLED AND USED,347.0,47.0,1653.0,16389.0,4641.0,69400.0,34700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-17,ALLEN,VANCE,NARCOTICS,WS,D,41262.0,30,1,60,INSTALLED AND USED,167.0,97.0,193.0,16183.0,8187.0,33400.0,16700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-91
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-18,ALLEN,VANCE,NARCOTICS,WC,D,41264.0,30,2,90,INSTALLED AND USED,49.0,5.0,14.0,259.0,24.0,9800.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-19,ALLEN,VANCE,NARCOTICS,WC,D,41264.0,30,0,30,INSTALLED AND USED,78.0,4.0,20.0,300.0,50.0,15600.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-20,ALLEN,VANCE,NARCOTICS,WC,D,41270.0,30,0,30,INSTALLED AND USED,83.0,23.0,243.0,1932.0,1545.0,12600.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-248
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-21,ALLEN,VANCE,NARCOTICS,WC,D,41271.0,30,1,60,INSTALLED AND USED,112.0,30.0,61.0,3356.0,214.0,22400.0,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-14
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-22,ALLEN,ALONSO,NARCOTICS,WC,D,41277.0,30,0,30,INSTALLED AND USED,5.0,42.0,34.0,211.0,15.0,21006.0,10503.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-23,ALLEN,VANCE,NARCOTICS,WC,D,41277.0,30,2,90,INSTALLED AND USED,29.0,7.0,20.0,200.0,5.0,5800.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-24,ALLEN,ALONSO,NARCOTICS,WC,D,41277.0,30,2,90,INSTALLED AND USED,279.0,25.0,70.0,7000.0,1250.0,55800.0,27900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-25,ALLEN,HALLIGAN,NARCOTICS,WC,D,41283.0,30,0,30,INSTALLED AND USED,29.0,10.0,15.0,300.0,15.0,5800.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-26,ALLEN,VANCE,NARCOTICS,WC,D,41284.0,30,2,90,INSTALLED AND USED,5.0,6.0,12.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-3,RELATED TO NO. 2013-3
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-27,ALLEN,VANCE,NARCOTICS,WC,D,41289.0,30,0,30,INSTALLED AND USED,35.0,1.0,2.0,30.0,1.0,7000.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-14
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-28,WITTNER,VANCE,NARCOTICS,WC,D,41290.0,30,7,240,INSTALLED AND USED,46.0,89.0,31.0,4087.0,410.0,9200.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-29,WITTNER,VANCE,NARCOTICS,WC,D,41290.0,30,0,30,INSTALLED AND USED,55.0,13.0,20.0,700.0,150.0,11000.0,5500.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-30,ALLEN,VANCE,NARCOTICS,WC,D,41291.0,30,0,30,INSTALLED AND USED,77.0,23.0,30.0,1750.0,300.0,15400.0,7700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-31,ALLEN,VANCE,NARCOTICS,WC,O,41291.0,30,0,30,INSTALLED AND USED,81.0,38.0,39.0,3111.0,2011.0,16200.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-233
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-32,ALLEN,VANCE,NARCOTICS,WC,D,41291.0,30,2,90,INSTALLED AND USED,276.0,107.0,32.0,29492.0,2851.0,55200.0,27600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-18
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-33,ALLEN,VANCE,NARCOTICS,WC,D,41291.0,30,0,30,INSTALLED AND USED,212.0,189.0,20.0,40000.0,12000.0,42400.0,21200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-16
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-34,ALLEN,VANCE,NARCOTICS,WC,D,41296.0,30,1,60,INSTALLED AND USED,27.0,19.0,20.0,500.0,10.0,5400.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-268
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-35,ALLEN,VANCE,NARCOTICS,WC,D,41297.0,30,2,90,INSTALLED AND USED,83.0,34.0,163.0,2796.0,760.0,16600.0,8300.0,22.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-36,ALLEN,VANCE,NARCOTICS,WC,D,41304.0,30,0,30,INSTALLED AND USED,13.0,94.0,14.0,1221.0,15.0,2600.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-198
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-37,ALLEN,VANCE,NARCOTICS,WC,D,41305.0,30,2,90,INSTALLED AND USED,56.0,34.0,20.0,1910.0,1101.0,11200.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-233
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-38,ALLEN,JOHNSON,NARCOTICS,WC,D,41306.0,30,0,30,INSTALLED AND USED,4.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-39,ALLEN,VANCE,NARCOTICS,WC,D,41310.0,30,0,30,INSTALLED AND USED,37.0,48.0,105.0,1770.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-40,ALLEN,VANCE,NARCOTICS,WC,D,41312.0,30,0,30,INSTALLED AND USED,30.0,18.0,39.0,537.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-41,ALLEN,VANCE,NARCOTICS,WC,D,41318.0,30,1,60,INSTALLED AND USED,25.0,30.0,16.0,747.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-42,ALLEN,ALONSO,NARCOTICS,WC,D,41319.0,30,0,30,INSTALLED AND USED,25.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-43,ALLEN,VANCE,NARCOTICS,WC,D,41320.0,30,0,30,INSTALLED AND USED,25.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-44,ALLEN,VANCE,NARCOTICS,WC,D,41320.0,30,0,30,INSTALLED AND USED,30.0,6.0,32.0,170.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-45,ALLEN,VANCE,NARCOTICS,WC,D,41320.0,30,1,60,INSTALLED AND USED,59.0,89.0,14.0,5238.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-34
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-46,ALLEN,VANCE,NARCOTICS,WC,D,41325.0,30,0,30,INSTALLED AND USED,65.0,197.0,186.0,12809.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2013-47,ALLEN,VANCE,NARCOTICS,WC,D,41325.0,30,0,30,INSTALLED AND USED,23.0,5.0,NR,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-105,
