Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"PENNSYLVANIA, MIDDLE",2013-17,RAMBO,O'BRIEN,NARCOTICS,WC,D,41544.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-18,CONNER,O'BRIEN,NARCOTICS,WC,D,41555.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2010-5,SCHWAB,KEENEY,NARCOTICS,"WC,TX",D,40388.0,30,1,60,INSTALLED AND USED,57.0,367.0,199.0,20895.0,13278.0,74755.0,235.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2011-19,CONTI,BREUER,NARCOTICS,WC,D,40802.0,30,0,30,INSTALLED AND USED,17.0,106.0,157.0,1803.0,197.0,37433.0,11225.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2012-22,MCLAUGHLIN,BLANCO,NARCOTICS,WC,D,40889.0,30,0,30,INSTALLED AND USED,30.0,356.0,49.0,10673.0,1.0,14416.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2012-23,MCLAUGHLIN,BROWN,NARCOTICS,WC,D,40891.0,30,1,60,INSTALLED AND USED,60.0,178.0,49.0,10673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-22,RELATED TO NO. 2012-22
"PENNSYLVANIA, WESTERN",2013-1,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41366.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-2,HORNAK,BLANCO,NARCOTICS,WC,D,41383.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-3,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41411.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-4,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41411.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-5,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41411.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-6,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41435.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-7,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41435.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-8,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41435.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-9,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41437.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-10,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41437.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-11,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41443.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-12,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41457.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-13,HORNAK,BITKOWER,NARCOTICS,"WC,TX",D,41473.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-14,HORNAK,BITKOWER,NARCOTICS,"WC,TX",D,41473.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-15,HORNAK,BITKOWER,NARCOTICS,WC,D,41473.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-16,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41481.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-17,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41485.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-18,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41491.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-19,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41502.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-20,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41509.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-21,SCHWAB,O'BRIEN,NARCOTICS,OM,B,41514.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-22,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,41522.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-23,BISSOON,BLANCO,NARCOTICS,WC,D,41530.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-24,HORNAK,O'BRIEN,NARCOTICS,"WC,TX",D,41534.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-25,MCVERRY,BLANCO,NARCOTICS,"WC,TX",D,41543.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-26,FISCHER,O'BRIEN,NARCOTICS,"WC,TX",D,41558.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-27,SCHWAB,BLANCO,NARCOTICS,"WC,TX",D,41572.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2006-2,DOMINGUEZ,WARREN,NARCOTICS,WC,D,38919.0,30,0,30,INSTALLED AND USED,30.0,1.0,6.0,18.0,11.0,31574.0,1200.0,11.0,0.0,0.0,0.0,0.0,11.0,,
PUERTO RICO,2007-8,DELGADO-COLON,KEENEY,CORRUPTION,WC,D,39315.0,30,1,60,INSTALLED AND USED,60.0,36.0,82.0,2181.0,1310.0,100472.0,5000.0,28.0,0.0,0.0,0.0,0.0,10.0,,
PUERTO RICO,2009-1,FUSTE,BREUER,NARCOTICS,WC,D,40102.0,30,0,30,INSTALLED AND USED,30.0,17.0,8.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2010-9,PEREZ-JIMENEZ,BLANCO,NARCOTICS,"WC,TX",D,40168.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2011-11,BESOSA,BLANCO,FRAUD,WC,D,40624.0,30,0,30,INSTALLED AND USED,30.0,73.0,1.0,2187.0,36.0,44802.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,,
PUERTO RICO,2011-12,BESOSA,BLANCO,FRAUD,WC,D,40624.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2011-13,BESOSA,BLANCO,FRAUD,WC,D,40683.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2011-14,BESOSA,BLANCO,FRAUD,WC,D,40683.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2011-15,BESOSA,BLANCO,FRAUD,WC,D,40683.0,30,1,60,INSTALLED AND USED,60.0,111.0,1.0,6641.0,1347.0,133635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-11
PUERTO RICO,2011-16,BESOSA,BLANCO,FRAUD,WC,D,40683.0,30,1,60,INSTALLED AND USED,60.0,231.0,1.0,13877.0,185.0,66802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-11
PUERTO RICO,2011-17,BESOSA,BLANCO,FRAUD,WC,D,40742.0,30,0,30,INSTALLED AND USED,30.0,3.0,1.0,83.0,83.0,44802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-11
PUERTO RICO,2011-18,BESOSA,BLANCO,FRAUD,WC,D,40744.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2011-19,DOMINGUEZ,BLANCO,CORRUPTION,WC,D,40861.0,30,0,30,INSTALLED AND USED,30.0,8.0,69.0,237.0,46.0,29455.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,
PUERTO RICO,2012-1,CEREZO,BLANCO,NARCOTICS,WC,D,41029.0,30,0,30,INSTALLED AND USED,30.0,123.0,75.0,3702.0,465.0,40063.0,1250.0,52.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2012-2,BESOSA,BLANCO,NARCOTICS,"WC,TX",D,41080.0,30,0,30,INSTALLED AND USED,30.0,99.0,55.0,2968.0,185.0,25706.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-1
PUERTO RICO,2013-1,FUSTE,BERG,NARCOTICS,WC,D,41400.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PUERTO RICO,2013-2,FUSTE,FERNANDEZ-GONZALEZ,NARCOTICS,"WC,TX",D,41528.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
RHODE ISLAND,2012-2,LISI,BLANCO,NARCOTICS,WC,D,40995.0,30,1,60,INSTALLED AND USED,41.0,52.0,30.0,2114.0,799.0,64000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-3
RHODE ISLAND,2012-3,LISI,BROWN,NARCOTICS,"WC,TX",D,41024.0,30,0,30,INSTALLED AND USED,19.0,24.0,29.0,461.0,222.0,18100.0,3500.0,8.0,0.0,0.0,0.0,0.0,0.0,,
RHODE ISLAND,2013-1,LISI,O'BRIEN,$LAUNDERING,WC,D,41310.0,30,2,90,INSTALLED AND USED,90.0,14.0,41.0,1219.0,7.0,130018.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2008-6,HERLONG,MANDELKER,NARCOTICS,WC,D,39499.0,30,2,90,INSTALLED AND USED,85.0,89.0,14.0,7565.0,1034.0,82720.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2010-16,CURRIE,KEENEY,NARCOTICS,WC,D,40246.0,30,1,60,INSTALLED AND USED,60.0,153.0,158.0,9184.0,17.0,153045.0,7862.0,17.0,1.0,0.0,0.0,0.0,15.0,,
SOUTH CAROLINA,2010-17,CURRIE,BLANCO,NARCOTICS,WC,D,40263.0,30,0,30,INSTALLED AND USED,30.0,85.0,153.0,2541.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-16,RELATED TO NO. 2010-16
SOUTH CAROLINA,2011-4,"ANDERSON, JR.",MOORE,NARCOTICS,WC,D,40689.0,30,0,30,INSTALLED AND USED,30.0,93.0,154.0,2798.0,639.0,129826.0,7635.0,5.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-1,WOOTEN,HULSER,NARCOTICS,WC,D,41305.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-2,"ANDERSON, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41326.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-3,"ANDERSON, JR.",O'BRIEN,NARCOTICS,WC,D,41326.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-4,"ANDERSON, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41369.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-5,NORTON,RAMAN,NARCOTICS,WC,D,41506.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-6,NORTON,RAMAN,NARCOTICS,WC,D,41506.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-7,BLATT,BLANCO,NARCOTICS,"WC,TX",D,41508.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-8,BLATT,O'BRIEN,NARCOTICS,"WC,TX",D,41540.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-9,BLATT,O'BRIEN,NARCOTICS,"WC,TX",D,41571.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SOUTH CAROLINA,2013-10,NORTON,RAMAN,NARCOTICS,"WC,TX",D,41575.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2008-6,GREER,KEENEY,NARCOTICS,WC,D,39624.0,30,4,150,INSTALLED AND USED,144.0,178.0,495.0,25668.0,1900.0,47789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2010-22,GREER,WEINSTEIN,NARCOTICS,WC,D,40311.0,30,0,30,INSTALLED AND USED,30.0,29.0,44.0,869.0,40.0,37976.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2012-14,COLLIER,BLANCO,NARCOTICS,"WC,TX",D,40948.0,30,0,30,INSTALLED AND USED,30.0,873.0,522.0,26193.0,2335.0,35325.0,2800.0,25.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2012-15,MATTICE,BLANCO,NARCOTICS,"WC,TX",D,41000.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2012-16,MATTICE,BROWN,NARCOTICS,WC,D,41004.0,30,0,30,INSTALLED AND USED,30.0,52.0,31.0,1565.0,169.0,38760.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2012-17,MATTICE,BLANCO,NARCOTICS,WC,D,41198.0,30,0,30,INSTALLED AND USED,30.0,112.0,44.0,3349.0,305.0,37260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-1,VARLAN,RAMAN,GAMBLING,"WC,EO",D,41088.0,30,1,60,INSTALLED AND USED,58.0,26.0,56.0,1530.0,91.0,24330.0,3362.0,3.0,0.0,0.0,0.0,0.0,3.0,,
"TENNESSEE, EASTERN",2013-2,GREER,BLANCO,NARCOTICS,WC,D,41304.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-3,MATTICE,HULSER,NARCOTICS,WC,D,41309.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-4,PHILLIPS,HULSER,NARCOTICS,WC,D,41309.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-5,PHILLIPS,BLANCO,NARCOTICS,WC,D,41309.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-6,MATTICE,HULSER,NARCOTICS,WC,D,41309.0,30,0,30,INSTALLED AND USED,30.0,39.0,120.0,1178.0,646.0,35325.0,2800.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-7,GREER,HULSER,NARCOTICS,WC,D,41313.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-8,MATTICE,HULSER,NARCOTICS,WC,D,41329.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-9,PHILLIPS,BLANCO,NARCOTICS,"WC,TX",D,41332.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-10,PHILLIPS,BLANCO,NARCOTICS,"WC,TX",D,41332.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-11,VARLAN,HULSER,NARCOTICS,"WC,TX",D,41339.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-12,VARLAN,HULSER,NARCOTICS,"WC,TX",D,41339.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-13,GREER,O'BRIEN,NARCOTICS,WC,D,41341.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-14,MATTICE,BLANCO,NARCOTICS,"WC,TX",D,41365.0,30,0,30,INSTALLED AND USED,30.0,110.0,50.0,3295.0,236.0,38370.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-15,MATTICE,SWARTZ,NARCOTICS,WC,D,41366.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-16,GREER,BITKOWER,NARCOTICS,WC,D,41367.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-17,PHILLIPS,BLANCO,NARCOTICS,WC,D,41375.0,30,0,30,INSTALLED AND USED,30.0,230.0,5.0,6894.0,64.0,39860.0,2600.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-18,MATTICE,BLANCO,NARCOTICS,WC,D,41379.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-19,PHILLIPS,O'BRIEN,NARCOTICS,"WC,TX",D,41389.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-20,MATTICE,O'BRIEN,NARCOTICS,WC,D,41425.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-21,VARLAN,BITKOWER,NARCOTICS,"WC,TX",D,41445.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-22,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41451.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-23,VARLAN,BITKOWER,NARCOTICS,"WC,TX",D,41474.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-24,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41479.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-25,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41505.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-26,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41508.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-27,VARLAN,BLANCO,NARCOTICS,"WC,TX",D,41521.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-28,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41563.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-29,VARLAN,O'BRIEN,NARCOTICS,"WC,TX",D,41575.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, EASTERN",2013-30,GREER,O'BRIEN,NARCOTICS,WC,D,41579.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2010-8,CAMPBELL,BLANCO,NARCOTICS,WC,D,40322.0,30,0,30,INSTALLED AND USED,7.0,1285.0,266.0,8995.0,300.0,10894.0,2200.0,22.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2010-9,CAMPBELL,ANDRES,NARCOTICS,WC,D,40358.0,30,1,60,INSTALLED AND USED,60.0,114.0,149.0,6812.0,284.0,78920.0,4400.0,30.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2010-10,CAMPBELL,BLANCO,NARCOTICS,WC,D,40367.0,30,0,30,INSTALLED AND USED,28.0,82.0,123.0,2296.0,1500.0,11080.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-8
"TENNESSEE, MIDDLE",2010-11,CAMPBELL,BLANCO,NARCOTICS,WC,D,40396.0,30,2,90,INSTALLED AND USED,90.0,321.0,483.0,28913.0,4100.0,118380.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
