Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,,
"OKLAHOMA, WESTERN",2014-1,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41668.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"OKLAHOMA, WESTERN",2014-2,MILES-LAGRANGE,NO INFO,NARCOTICS,"WC,TX",D,41668.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"OKLAHOMA, WESTERN",2014-3,MILES-LAGRANGE,O'BRIEN,NARCOTICS,WC,D,41668.0,30,0,30,INSTALLED AND USED,8.0,38.0,6.0,304.0,239.0,3321.0,1235.0,4.0,0.0,0.0,0.0,0.0,4.0,,,2014,3
"OKLAHOMA, WESTERN",2014-4,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41688.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
"OKLAHOMA, WESTERN",2014-5,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41691.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
"OKLAHOMA, WESTERN",2014-6,MILES-LAGRANGE,O'BRIEN,NARCOTICS,WC,D,41691.0,30,0,30,INSTALLED AND USED,30.0,539.0,55.0,16178.0,72.0,122884.0,2326.0,42.0,0.0,0.0,0.0,0.0,3.0,,,2014,6
"OKLAHOMA, WESTERN",2014-7,CAUTHRON,BLANCO,NARCOTICS,WC,D,41698.0,30,0,30,INSTALLED AND USED,29.0,150.0,89.0,4352.0,469.0,37993.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
"OKLAHOMA, WESTERN",2014-8,CAUTHRON,O'BRIEN,NARCOTICS,WC,D,41703.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
"OKLAHOMA, WESTERN",2014-9,CAUTHRON,O'BRIEN,NARCOTICS,WC,D,41703.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
"OKLAHOMA, WESTERN",2014-10,MILES-LAGRANGE,BLANCO,NARCOTICS,"WC,TX",D,41705.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
"OKLAHOMA, WESTERN",2014-11,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41705.0,30,0,30,INSTALLED AND USED,5.0,55.0,2.0,274.0,239.0,3227.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-3,2014,11
"OKLAHOMA, WESTERN",2014-12,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41723.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
"OKLAHOMA, WESTERN",2014-13,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41723.0,30,0,30,INSTALLED AND USED,23.0,78.0,7.0,1793.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-6,RELATED TO NO. 2014-6,2014,13
"OKLAHOMA, WESTERN",2014-14,MILES-LAGRANGE,BLANCO,NARCOTICS,WC,D,41738.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,14
"OKLAHOMA, WESTERN",2014-15,MILES-LAGRANGE,O'BRIEN,NARCOTICS,WC,D,41746.0,30,0,30,INSTALLED AND USED,30.0,370.0,29.0,11110.0,2754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-6,RELATED TO NO. 2014-6,2014,15
"OKLAHOMA, WESTERN",2014-16,FRIOT,O'BRIEN,NARCOTICS,"WC,TX",D,41767.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,16
"OKLAHOMA, WESTERN",2014-17,FRIOT,O'BRIEN,NARCOTICS,"WC,TX",D,41767.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,17
"OKLAHOMA, WESTERN",2014-18,MILES-LAGRANGE,O'BRIEN,NARCOTICS,"WC,TX",D,41775.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,18
"OKLAHOMA, WESTERN",2014-19,HEATON,O'NEIL,NARCOTICS,WC,D,41831.0,30,0,30,INSTALLED AND USED,30.0,119.0,24.0,3562.0,239.0,3194.0,1120.0,33.0,0.0,0.0,0.0,0.0,0.0,,,2014,19
"OKLAHOMA, WESTERN",2014-20,DEGIUSTI,BLANCO,NARCOTICS,WC,D,41864.0,30,0,30,INSTALLED AND USED,30.0,19.0,10.0,558.0,239.0,3179.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-19,2014,20
"OKLAHOMA, WESTERN",2014-21,HEATON,O'BRIEN,NARCOTICS,"WC,TX",D,41876.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,21
"OKLAHOMA, WESTERN",2014-22,FRIOT,O'BRIEN,NARCOTICS,"WC,TX",D,41899.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,22
"OKLAHOMA, WESTERN",2014-23,FRIOT,O'BRIEN,NARCOTICS,"WC,TX",D,41899.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,23
"OKLAHOMA, WESTERN",2014-24,FRIOT,O'BRIEN,NARCOTICS,WC,D,41927.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,24
"OKLAHOMA, WESTERN",2014-25,FRIOT,O'BRIEN,NARCOTICS,WC,D,41927.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,25
"OKLAHOMA, WESTERN",2014-26,FRIOT,O'BRIEN,NARCOTICS,WC,D,41927.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,26
OREGON,2013-13,HERNANDEZ,O'BRIEN,NARCOTICS,"TX,WC",D,41534.0,30,1,60,INSTALLED AND USED,59.0,94.0,235.0,5548.0,970.0,82178.0,8900.0,16.0,0.0,0.0,0.0,0.0,0.0,,,2013,13
OREGON,2013-14,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41550.0,30,0,30,INSTALLED AND USED,30.0,38.0,183.0,1148.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,14
OREGON,2013-15,MOSMAN,O'BRIEN,NARCOTICS,"WC,TX",D,41557.0,30,0,30,INSTALLED AND USED,15.0,62.0,25.0,936.0,284.0,21630.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11,2013,15
OREGON,2013-16,MOSMAN,BLANCO,NARCOTICS,"TX,WC",D,41563.0,30,0,30,INSTALLED AND USED,29.0,78.0,85.0,2274.0,1845.0,48541.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-13,2013,16
OREGON,2013-17,HERNANDEZ,BLANCO,NARCOTICS,WC,D,41577.0,30,1,60,INSTALLED AND USED,56.0,44.0,105.0,2483.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,17
OREGON,2014-1,MOSMAN,BLANCO,NARCOTICS,"TX,WC",D,41603.0,30,3,120,INSTALLED AND USED,105.0,83.0,49.0,8753.0,3627.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11,2014,1
OREGON,2014-2,MOSMAN,BITKOWER,NARCOTICS,"TX,WC",D,41632.0,30,2,90,INSTALLED AND USED,75.0,95.0,49.0,7095.0,1126.0,30040.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11,2014,2
OREGON,2014-3,MOSMAN,BLANCO,NARCOTICS,"WC,TX",D,41662.0,30,1,60,INSTALLED AND USED,53.0,27.0,14.0,1409.0,837.0,55197.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11,2014,3
OREGON,2014-4,MOSMAN,BLANCO,NARCOTICS,WC,D,41662.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
OREGON,2014-5,MOSMAN,BLANCO,NARCOTICS,WC,D,41662.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
OREGON,2014-6,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41680.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
OREGON,2014-7,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41680.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
OREGON,2014-8,BROWN,O'BRIEN,NARCOTICS,WC,D,41680.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
OREGON,2014-9,BROWN,BLANCO,NARCOTICS,"WC,TX",D,41680.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
OREGON,2014-10,BROWN,O'BRIEN,NARCOTICS,WC,D,41680.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
OREGON,2014-11,MOSMAN,O'BRIEN,NARCOTICS,WC,D,41695.0,30,0,30,INSTALLED AND USED,15.0,1.0,4.0,19.0,4.0,3000.0,3000.0,27.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
OREGON,2014-12,MOSMAN,O'BRIEN,NARCOTICS,WC,D,41695.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
OREGON,2014-13,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41708.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,13
OREGON,2014-14,BROWN,O'BRIEN,NARCOTICS,WC,D,41708.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,14
OREGON,2014-15,SIMON,BLANCO,NARCOTICS,WC,D,41760.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,15
OREGON,2014-16,SIMON,BLANCO,NARCOTICS,WC,D,41760.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,16
OREGON,2014-17,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41803.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,17
OREGON,2014-18,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41803.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,18
OREGON,2014-19,BROWN,O'BRIEN,NARCOTICS,WC,D,41803.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,19
OREGON,2014-20,BROWN,O'BRIEN,NARCOTICS,WC,D,41803.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,20
OREGON,2014-21,BROWN,BLANCO,NARCOTICS,"WC,TX",D,41817.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,21
OREGON,2014-22,SIMON,BLANCO,NARCOTICS,"WC,TX",D,41817.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,22
OREGON,2014-23,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41831.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,23
OREGON,2014-24,BROWN,O'BRIEN,NARCOTICS,WC,D,41831.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,24
OREGON,2014-25,BROWN,O'BRIEN,NARCOTICS,WC,D,41831.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,25
OREGON,2014-26,SIMON,BLANCO,NARCOTICS,WC,D,41873.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,26
OREGON,2014-27,SIMON,BLANCO,NARCOTICS,"WC,TX",D,41873.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,27
OREGON,2014-28,HERNANDEZ,O'BRIEN,NARCOTICS,"WC,TX",D,41892.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,28
OREGON,2014-29,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41892.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,29
OREGON,2014-30,SIMON,BLANCO,NARCOTICS,"WC,TX",D,41897.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,30
OREGON,2014-31,BROWN,SWARTZ,NARCOTICS,WC,D,41921.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,31
OREGON,2014-32,BROWN,SWARTZ,NARCOTICS,"WC,TX",D,41921.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,32
OREGON,2014-33,BROWN,BLANCO,NARCOTICS,WC,D,41921.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,33
OREGON,2014-34,MOSMAN,O'BRIEN,NARCOTICS,"WC,TX",D,41925.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,34
OREGON,2014-35,MOSMAN,O'BRIEN,NARCOTICS,"WC,TX",D,41925.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,35
OREGON,2014-36,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41928.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,36
OREGON,2014-37,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41929.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,37
OREGON,2014-38,HERNANDEZ,O'BRIEN,NARCOTICS,"WC,TX",D,41929.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,38
OREGON,2014-39,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41929.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,39
OREGON,2014-40,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41929.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,40
OREGON,2014-41,BROWN,BLANCO,NARCOTICS,"WC,TX",D,41933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,41
OREGON,2014-42,BROWN,BLANCO,NARCOTICS,"WC,TX",D,41933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,42
OREGON,2014-43,BROWN,BLANCO,NARCOTICS,WC,D,41933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,43
OREGON,2014-44,BROWN,BLANCO,NARCOTICS,WC,D,41933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,44
OREGON,2014-45,BROWN,BLANCO,NARCOTICS,"WC,TX",D,41933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,45
OREGON,2014-46,MOSMAN,O'BRIEN,NARCOTICS,"WC,TX",D,41955.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,46
OREGON,2014-47,MOSMAN,O'BRIEN,NARCOTICS,WC,D,41955.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,47
OREGON,2014-48,HERNANDEZ,O'BRIEN,NARCOTICS,"WC,TX",D,41957.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,48
OREGON,2014-49,SIMON,BLANCO,NARCOTICS,"WC,TX",D,41957.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,49
OREGON,2014-50,SIMON,BLANCO,NARCOTICS,"WC,TX",D,41957.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,50
OREGON,2014-51,HERNANDEZ,O'BRIEN,NARCOTICS,WC,D,41957.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,51
OREGON,2014-52,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41969.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,52
OREGON,2014-53,MOSMAN,BLANCO,NARCOTICS,WC,D,41969.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,53
OREGON,2014-54,MOSMAN,BLANCO,NARCOTICS,"WC,TX",D,41969.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,54
OREGON,2014-55,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41969.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,55
OREGON,2014-56,BROWN,O'BRIEN,NARCOTICS,"WC,TX",D,41969.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,56
OREGON,2014-57,MOSMAN,BITKOWER,NARCOTICS,WC,D,41997.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,57
OREGON,2014-58,MOSMAN,BITKOWER,NARCOTICS,WC,D,41997.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,58
OREGON,2014-59,MOSMAN,BITKOWER,NARCOTICS,"WC,TX",D,41999.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,59
"PENNSYLVANIA, EASTERN",1999-1,DALZELL,WARREN,NARCOTICS,WS,H,36221.0,30,0,30,INSTALLED AND USED,30.0,135.0,72.0,4062.0,1750.0,30578.0,758.0,20.0,1.0,1.0,0.0,0.0,20.0,,,1999,1
"PENNSYLVANIA, EASTERN",2011-20,DAVIS,BLANCO,NARCOTICS,WC,D,40623.0,30,1,60,INSTALLED AND USED,60.0,88.0,29.0,5266.0,2525.0,219634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2011,20
"PENNSYLVANIA, EASTERN",2011-21,ROBRENO,BROWN,CORRUPTION,WC,D,40666.0,30,1,60,INSTALLED AND USED,60.0,11.0,46.0,666.0,100.0,39916.0,4400.0,11.0,1.0,0.0,0.0,0.0,8.0,,,2011,21
"PENNSYLVANIA, EASTERN",2011-22,MCLAUGHLIN,BROWN,CORRUPTION,WC,D,40739.0,30,0,30,INSTALLED AND USED,17.0,20.0,29.0,342.0,110.0,20814.0,2465.0,1.0,1.0,0.0,0.0,0.0,1.0,,,2011,22
"PENNSYLVANIA, EASTERN",2012-14,MCLAUGHLIN,BLANCO,CONSPIRACY,WC,D,40976.0,30,3,120,INSTALLED AND USED,120.0,55.0,127.0,6629.0,1200.0,264295.0,19800.0,18.0,0.0,0.0,0.0,0.0,2.0,,,2012,14
"PENNSYLVANIA, EASTERN",2012-15,BAYLSON,BLANCO,NARCOTICS,WC,D,40989.0,30,0,30,INSTALLED AND USED,19.0,36.0,51.0,687.0,148.0,38638.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2012,15
"PENNSYLVANIA, EASTERN",2013-5,ROBRENO,O'BRIEN,RACKETEERING,WC,D,41451.0,30,3,120,INSTALLED AND USED,120.0,120.0,1187.0,14383.0,1500.0,232384.0,57200.0,12.0,0.0,0.0,0.0,0.0,0.0,,,2013,5
"PENNSYLVANIA, EASTERN",2013-6,DIAMOND,BLANCO,NARCOTICS,WC,D,41465.0,30,1,60,INSTALLED AND USED,60.0,338.0,464.0,20290.0,882.0,76970.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,6
"PENNSYLVANIA, EASTERN",2013-7,MCLAUGHLIN,BITKOWER,NARCOTICS,WC,D,41472.0,30,1,60,INSTALLED AND USED,60.0,60.0,35.0,3575.0,563.0,58452.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2013,7
"PENNSYLVANIA, EASTERN",2013-8,DIAMOND,O'BRIEN,NARCOTICS,WC,D,41515.0,30,2,90,INSTALLED AND USED,76.0,105.0,233.0,7961.0,571.0,96992.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,8
"PENNSYLVANIA, EASTERN",2013-9,DIAMOND,BLANCO,NARCOTICS,TX,D,41534.0,30,1,60,INSTALLED AND USED,57.0,16.0,38.0,890.0,152.0,72769.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,9
"PENNSYLVANIA, EASTERN",2013-10,ALEJANDRO,O'BRIEN,FRAUD,"WO,EO",D,41563.0,30,0,30,INSTALLED AND USED,30.0,46.0,NR,1384.0,1384.0,25083.0,4400.0,4.0,0.0,0.0,0.0,0.0,4.0,,,2013,10
"PENNSYLVANIA, EASTERN",2014-1,DIAMOND,O'BRIEN,NARCOTICS,WC,D,41618.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"PENNSYLVANIA, EASTERN",2014-2,SCHILLER,BLANCO,NARCOTICS,"WC,TX",D,41620.0,30,3,120,INSTALLED AND USED,118.0,143.0,230.0,16828.0,1003.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"PENNSYLVANIA, EASTERN",2014-3,GARDNER,BITKOWER,NARCOTICS,WC,D,41710.0,30,0,30,INSTALLED AND USED,29.0,80.0,244.0,2321.0,43.0,27495.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"PENNSYLVANIA, EASTERN",2014-4,DIAMOND,BLANCO,NARCOTICS,WC,D,41710.0,30,0,30,INSTALLED AND USED,30.0,142.0,216.0,4271.0,188.0,38960.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
