Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"TENNESSEE, WESTERN",2015-4,TODD,BITKOWER,NARCOTICS,WC,D,42095.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2015-5,TODD,BITKOWER,NARCOTICS,"WC,TX",D,42095.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2015-6,FOWLKES,O'BRIEN,NARCOTICS,WC,D,42129.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-3,
"TENNESSEE, WESTERN",2015-7,FOWLKES,O'BRIEN,NARCOTICS,WC,D,42135.0,30,0,30,INSTALLED AND USED,30.0,0.0,2.0,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-3,
"TENNESSEE, WESTERN",2015-8,TODD,BITKOWER,NARCOTICS,WC,D,42174.0,30,0,30,INSTALLED AND USED,30.0,7.0,27.0,213.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-1,
"TENNESSEE, WESTERN",2015-9,TODD,O'BRIEN,NARCOTICS,WC,D,42187.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2015-10,TODD,BLANCO,NARCOTICS,WC,D,42215.0,30,0,30,INSTALLED AND USED,30.0,4.0,10.0,122.0,3.0,42533.0,595.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2015-11,TODD,BLANCO,NARCOTICS,WC,D,42250.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2015-12,TODD,BLANCO,NARCOTICS,WC,D,42250.0,30,0,30,INSTALLED AND USED,30.0,4.0,6.0,129.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-10,RELATED TO NO. 2015-10
"TEXAS, EASTERN",2004-3,BROWN,KENNEY,NARCOTICS,WC,D,38147.0,30,1,60,INSTALLED AND USED,60.0,11.0,25.0,676.0,663.0,484817.0,20000.0,57.0,1.0,0.0,0.0,0.0,57.0,,
"TEXAS, EASTERN",2005-2,BROWN,KENNEY,NARCOTICS,WC,D,38210.0,30,5,180,INSTALLED AND USED,180.0,21.0,77.0,3866.0,3052.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2004-3,RELATED TO NO. 2004-3
"TEXAS, EASTERN",2005-3,SCHELL,WARREN,NARCOTICS,WC,D,38406.0,30,0,30,INSTALLED AND USED,30.0,3.0,1.0,97.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2004-3,RELATED TO NO. 2004-3
"TEXAS, EASTERN",2006-3,SCHELL,PARSKY,NARCOTICS,WC,D,38860.0,30,0,30,INSTALLED AND USED,30.0,69.0,61.0,2061.0,915.0,278963.0,25000.0,46.0,1.0,0.0,0.0,0.0,45.0,,
"TEXAS, EASTERN",2006-4,SCHELL,SABIN,NARCOTICS,WC,D,38901.0,30,3,120,INSTALLED AND USED,120.0,29.0,51.0,3476.0,3079.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2006-3,RELATED TO NO. 2006-3
"TEXAS, EASTERN",2006-5,SCHELL,KEENEY,NARCOTICS,WC,D,38980.0,30,0,30,INSTALLED AND USED,30.0,20.0,19.0,602.0,252.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2006-3,RELATED TO NO. 2006-3
"TEXAS, EASTERN",2007-10,SCHELL,MANDELKER,NARCOTICS,WC,D,39287.0,30,0,30,INSTALLED AND USED,30.0,90.0,108.0,2709.0,465.0,191034.0,32752.0,24.0,1.0,0.0,1.0,1.0,24.0,,
"TEXAS, EASTERN",2008-1,SCHELL,KEENEY,NARCOTICS,WC,D,39405.0,30,2,90,INSTALLED AND USED,90.0,33.0,87.0,2967.0,1433.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2007-10,RELATED TO NO. 2007-10
"TEXAS, EASTERN",2008-2,SCHELL,SABIN,NARCOTICS,WC,D,39414.0,30,6,210,INSTALLED AND USED,210.0,9.0,109.0,1894.0,1176.0,386558.0,6500.0,19.0,1.0,0.0,0.0,0.0,17.0,,
"TEXAS, EASTERN",2009-2,SCHELL,KEENEY,NARCOTICS,WC,D,39863.0,30,3,120,INSTALLED AND USED,120.0,101.0,152.0,12138.0,3542.0,414120.0,8500.0,12.0,1.0,0.0,0.0,0.0,11.0,,
"TEXAS, EASTERN",2009-3,SCHELL,KEENEY,NARCOTICS,WC,D,40066.0,30,0,30,INSTALLED AND USED,30.0,2.0,7.0,64.0,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-2,RELATED TO NO. 2009-2
"TEXAS, EASTERN",2010-3,SCHELL,BLANCO,NARCOTICS,WC,D,40270.0,30,7,240,INSTALLED AND USED,240.0,25.0,129.0,5979.0,983.0,550000.0,10600.0,27.0,0.0,0.0,0.0,0.0,27.0,,
"TEXAS, EASTERN",2010-4,SCHNEIDER,KEENEY,NARCOTICS,WC,D,40305.0,30,1,60,INSTALLED AND USED,60.0,24.0,22.0,1418.0,354.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-2,RELATED TO NO. 2009-2
"TEXAS, EASTERN",2010-5,SCHELL,BLANCO,NARCOTICS,WC,D,40345.0,30,1,60,INSTALLED AND USED,60.0,68.0,55.0,4100.0,1261.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2010-6,SCHELL,KEENEY,NARCOTICS,WC,D,40394.0,30,1,60,INSTALLED AND USED,60.0,80.0,63.0,4830.0,1587.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2010-7,SCHELL,KEENEY,NARCOTICS,WC,D,40441.0,30,0,30,INSTALLED AND USED,30.0,9.0,18.0,272.0,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2010-8,SCHNEIDER,WEINSTEIN,NARCOTICS,WC,D,40456.0,30,1,60,INSTALLED AND USED,60.0,71.0,168.0,4279.0,786.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2010-9,SCHELL,BLANCO,NARCOTICS,WC,D,40490.0,30,0,30,INSTALLED AND USED,30.0,67.0,27.0,2012.0,790.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2011-4,SCHELL,BLANCO,NARCOTICS,WC,D,40669.0,30,1,60,INSTALLED AND USED,60.0,105.0,69.0,6316.0,2140.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2011-5,CRONE,BLANCO,NARCOTICS,WC,D,40799.0,30,0,30,INSTALLED AND USED,30.0,11.0,12.0,322.0,118.0,129393.0,1240.0,10.0,1.0,0.0,0.0,0.0,10.0,,
"TEXAS, EASTERN",2011-6,SCHELL,BLANCO,NARCOTICS,WC,D,40805.0,30,0,30,INSTALLED AND USED,30.0,13.0,21.0,382.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-3,RELATED TO NO. 2010-3
"TEXAS, EASTERN",2011-7,CRONE,BLANCO,NARCOTICS,WC,D,40829.0,30,0,30,INSTALLED AND USED,30.0,30.0,16.0,909.0,168.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-5,RELATED TO NO. 2011-5
"TEXAS, EASTERN",2011-8,CRONE,BLANCO,NARCOTICS,WC,D,40857.0,30,0,30,INSTALLED AND USED,30.0,7.0,10.0,202.0,82.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-5,RELATED TO NO. 2011-5
"TEXAS, EASTERN",2012-3,SCHNEIDER,BLANCO,$LAUNDERING,WC,D,40917.0,30,0,30,INSTALLED AND USED,30.0,3.0,18.0,97.0,25.0,82966.0,3106.0,1.0,0.0,0.0,0.0,0.0,1.0,,
"TEXAS, EASTERN",2013-20,SCHELL,HULSER,CONSPIRACY,WC,D,41291.0,30,0,30,INSTALLED AND USED,30.0,15.0,34.0,448.0,170.0,215516.0,80.0,34.0,0.0,0.0,0.0,0.0,18.0,,
"TEXAS, EASTERN",2013-21,SCHELL,HULSER,CONSPIRACY,WC,D,41313.0,30,1,60,INSTALLED AND USED,60.0,2.0,11.0,123.0,59.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-20,RELATED TO NO. 2013-20
"TEXAS, EASTERN",2013-22,SCHELL,O'BRIEN,CONSPIRACY,WC,D,41348.0,30,0,30,INSTALLED AND USED,30.0,18.0,32.0,536.0,261.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-20,RELATED TO NO. 2013-20
"TEXAS, EASTERN",2013-23,CRONE,O'BRIEN,CONSPIRACY,WC,D,41359.0,30,0,30,INSTALLED AND USED,30.0,49.0,10.0,1467.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-20,RELATED TO NO. 2013-20
"TEXAS, EASTERN",2013-24,CRONE,BLANCO,CONSPIRACY,WC,D,41401.0,30,0,30,INSTALLED AND USED,30.0,28.0,16.0,834.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-20,RELATED TO NO. 2013-20
"TEXAS, EASTERN",2013-25,CRONE,BITKOWER,CONSPIRACY,WC,D,41487.0,30,0,30,INSTALLED AND USED,30.0,12.0,12.0,355.0,176.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-26,SCHELL,O'BRIEN,CONSPIRACY,WC,D,41499.0,30,1,60,INSTALLED AND USED,60.0,54.0,16.0,3212.0,1416.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-27,SCHELL,SWARTZ,CONSPIRACY,WC,D,41569.0,30,0,30,INSTALLED AND USED,30.0,56.0,16.0,1677.0,881.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-28,CRONE,BLANCO,CONSPIRACY,WC,D,41586.0,30,0,30,INSTALLED AND USED,30.0,10.0,9.0,289.0,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2014-1,ROSENTHAL,O'NEIL,NARCOTICS,"WC,TX",D,41808.0,30,1,60,INSTALLED AND USED,58.0,89.0,98.0,5164.0,1301.0,55936.0,5000.0,24.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2015-1,MAZZANT III,BITKOWER,NARCOTICS,WC,D,42048.0,30,0,30,INSTALLED AND USED,30.0,8.0,5.0,249.0,35.0,228076.0,6596.0,3.0,0.0,0.0,0.0,3.0,0.0,,
"TEXAS, EASTERN",2015-2,MAZZANT III,SUH,CONSPIRACY,WC,D,42257.0,30,1,60,INSTALLED AND USED,60.0,65.0,63.0,3891.0,561.0,130888.0,642.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2015-3,MAZZANT III,CALDWELL,CONSPIRACY,"WC,WO",D,42277.0,30,0,30,INSTALLED AND USED,30.0,16.0,25.0,477.0,421.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-2,RELATED TO NO. 2015-2
"TEXAS, NORTHERN",2008-27,KINKEADE,KEENEY,ROBBERY,WC,D,39591.0,30,0,30,INSTALLED AND USED,30.0,76.0,45.0,2290.0,574.0,53173.0,2000.0,7.0,1.0,0.0,3.0,0.0,7.0,,
"TEXAS, NORTHERN",2008-28,KINKEADE,BLANCO,ROBBERY,WC,D,39598.0,30,0,30,INSTALLED AND USED,30.0,13.0,10.0,400.0,102.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2008-27,RELATED TO NO. 2008-27
"TEXAS, NORTHERN",2009-37,LYNN,SWARTZ,FRAUD,WC,D,39773.0,30,2,90,INSTALLED AND USED,90.0,28.0,68.0,2538.0,660.0,409750.0,11355.0,5.0,1.0,0.0,1.0,1.0,5.0,,
"TEXAS, NORTHERN",2009-38,BOYLE,SWARTZ,NARCOTICS,WC,D,39793.0,30,4,150,INSTALLED AND USED,150.0,73.0,19.0,10977.0,7175.0,831207.0,98806.0,49.0,1.0,0.0,0.0,0.0,46.0,,
"TEXAS, NORTHERN",2009-39,LYNN,HENNESSY,FRAUD,WC,D,39835.0,30,1,60,INSTALLED AND USED,60.0,43.0,153.0,2572.0,289.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-37,RELATED TO NO. 2009-37
"TEXAS, NORTHERN",2009-40,LINDSAY,KEENEY,NARCOTICS,WC,D,39944.0,30,0,30,INSTALLED AND USED,30.0,59.0,17.0,1764.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-38,RELATED TO NO. 2009-38
"TEXAS, NORTHERN",2009-41,LINDSAY,BLANCO,NARCOTICS,WC,D,39983.0,30,1,60,INSTALLED AND USED,60.0,64.0,44.0,3813.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-38,RELATED TO NO. 2009-38
"TEXAS, NORTHERN",2009-42,LINDSAY,GRINDLER,NARCOTICS,WC,D,40039.0,30,0,30,INSTALLED AND USED,30.0,21.0,13.0,640.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2009-38,RELATED TO NO. 2009-38
"TEXAS, NORTHERN",2010-28,MEANS,KEENEY,NARCOTICS,WC,D,40438.0,30,0,30,INSTALLED AND USED,30.0,5.0,7.0,136.0,83.0,558840.0,31500.0,54.0,0.0,0.0,0.0,0.0,54.0,,
"TEXAS, NORTHERN",2010-29,MEANS,BLANCO,NARCOTICS,WC,D,40483.0,30,0,30,INSTALLED AND USED,30.0,41.0,32.0,1239.0,82.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-28,RELATED TO NO. 2010-28
"TEXAS, NORTHERN",2010-30,MEANS,BLANCO,NARCOTICS,WC,D,40498.0,30,0,30,INSTALLED AND USED,30.0,12.0,23.0,348.0,124.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-28,RELATED TO NO. 2010-28
"TEXAS, NORTHERN",2011-19,MEANS,BLANCO,NARCOTICS,WC,D,40527.0,30,3,120,INSTALLED AND USED,120.0,144.0,139.0,17279.0,4740.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-28,RELATED TO NO. 2010-28
"TEXAS, NORTHERN",2011-20,KINKEADE,BLANCO,NARCOTICS,WC,D,40584.0,30,6,210,INSTALLED AND USED,209.0,143.0,265.0,29860.0,8166.0,852270.0,38000.0,34.0,0.0,0.0,4.0,0.0,34.0,,
"TEXAS, NORTHERN",2011-21,MEANS,BLANCO,NARCOTICS,WC,D,40625.0,30,0,30,INSTALLED AND USED,30.0,72.0,24.0,2168.0,750.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-28,RELATED TO NO. 2010-28
"TEXAS, NORTHERN",2011-22,LYNN,BLANCO,NARCOTICS,WC,D,40645.0,30,1,60,INSTALLED AND USED,60.0,624.0,302.0,37468.0,1159.0,183304.0,11500.0,51.0,0.0,0.0,0.0,0.0,50.0,,
"TEXAS, NORTHERN",2011-23,MEANS,BLANCO,NARCOTICS,WC,D,40648.0,30,0,30,INSTALLED AND USED,30.0,9.0,8.0,275.0,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-28,RELATED TO NO. 2010-28
"TEXAS, NORTHERN",2011-24,O'CONNOR,BLANCO,NARCOTICS,WC,D,40668.0,30,0,30,INSTALLED AND USED,30.0,235.0,46.0,7039.0,571.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
"TEXAS, NORTHERN",2011-25,O'CONNOR,BLANCO,NARCOTICS,WC,D,40682.0,30,0,30,INSTALLED AND USED,30.0,26.0,5.0,777.0,154.0,310520.0,4981.0,10.0,0.0,0.0,0.0,0.0,10.0,,
"TEXAS, NORTHERN",2011-26,SOLIS,BROWN,NARCOTICS,WC,D,40729.0,30,1,60,INSTALLED AND USED,60.0,10.0,14.0,628.0,359.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-25,RELATED TO NO. 2011-25
"TEXAS, NORTHERN",2011-27,SOLIS,BLANCO,NARCOTICS,WC,D,40766.0,30,0,30,INSTALLED AND USED,30.0,14.0,17.0,424.0,92.0,252538.0,4060.0,45.0,0.0,1.0,0.0,0.0,44.0,,
"TEXAS, NORTHERN",2011-28,SOLIS,BLANCO,NARCOTICS,WC,D,40784.0,30,0,30,INSTALLED AND USED,30.0,142.0,70.0,4273.0,615.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2011-29,LINDSAY,BLANCO,NARCOTICS,WC,D,40792.0,30,0,30,INSTALLED AND USED,30.0,142.0,70.0,4273.0,615.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2011-30,LINDSAY,BLANCO,NARCOTICS,WC,D,40835.0,30,1,60,INSTALLED AND USED,60.0,146.0,71.0,8768.0,2855.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2011-31,LYNN,BROWN,NARCOTICS,WC,D,40877.0,30,0,30,INSTALLED AND USED,30.0,41.0,25.0,1232.0,245.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2011-32,LYNN,BLANCO,NARCOTICS,WC,D,40877.0,30,0,30,INSTALLED AND USED,30.0,35.0,16.0,1043.0,36.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-31,GODBEY,BROWN,NARCOTICS,WC,D,40920.0,30,0,30,INSTALLED AND USED,30.0,102.0,59.0,3073.0,953.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-32,GODBEY,BLANCO,NARCOTICS,WC,D,40949.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-33,GODBEY,BURETTA,NARCOTICS,WC,D,40949.0,30,0,30,INSTALLED AND USED,30.0,18.0,11.0,544.0,184.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-34,GODBEY,BROWN,NARCOTICS,WC,D,40949.0,30,0,30,INSTALLED AND USED,30.0,20.0,6.0,604.0,263.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-35,KINKEADE,BURETTA,NARCOTICS,WC,D,40997.0,30,0,30,INSTALLED AND USED,30.0,127.0,20.0,3823.0,574.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-36,BOYLE,BLANCO,NARCOTICS,WC,D,41033.0,30,0,30,INSTALLED AND USED,30.0,44.0,13.0,1329.0,334.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-37,BOYLE,BLANCO,NARCOTICS,WC,D,41060.0,30,0,30,INSTALLED AND USED,30.0,9.0,6.0,275.0,79.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-27,RELATED TO NO. 2011-27
"TEXAS, NORTHERN",2012-38,O'CONNOR,WEINSTEIN,NARCOTICS,WC,D,41117.0,30,3,120,INSTALLED AND USED,120.0,68.0,85.0,8191.0,1078.0,449647.0,3960.0,21.0,1.0,0.0,0.0,0.0,21.0,,
"TEXAS, NORTHERN",2012-39,SOLIS,HULSER,RACKETEERING,WC,D,41187.0,30,0,30,INSTALLED AND USED,26.0,0.0,0.0,0.0,0.0,54929.0,3155.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-46,LYNN,BLANCO,NARCOTICS,WC,D,41362.0,30,2,90,INSTALLED AND USED,90.0,27.0,19.0,2396.0,480.0,371923.0,220.0,10.0,2.0,0.0,0.0,0.0,9.0,,
"TEXAS, NORTHERN",2013-47,LYNN,O'BRIEN,CONSPIRACY,WC,D,41379.0,30,1,60,INSTALLED AND USED,60.0,121.0,83.0,7286.0,1142.0,216545.0,2425.0,74.0,0.0,0.0,0.0,0.0,69.0,,
"TEXAS, NORTHERN",2013-48,KINKEADE,O'BRIEN,NARCOTICS,WC,D,41451.0,30,0,30,INSTALLED AND USED,30.0,2.0,5.0,57.0,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-46,RELATED TO NO. 2013-46
"TEXAS, NORTHERN",2013-49,ROBINSON,O'BRIEN,NARCOTICS,WC,D,41498.0,30,0,30,INSTALLED AND USED,30.0,10.0,33.0,307.0,0.0,44032.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-50,O'CONNOR,O'BRIEN,NARCOTICS,WC,D,41500.0,30,1,60,INSTALLED AND USED,60.0,60.0,27.0,3622.0,483.0,61711.0,3725.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2014-33,SOLIS,O'BRIEN,CONSPIRACY,WC,D,41600.0,30,1,60,INSTALLED AND USED,60.0,38.0,14.0,2295.0,239.0,457798.0,800.0,42.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2014-34,MEANS,O'BRIEN,NARCOTICS,WC,D,41645.0,30,1,60,INSTALLED AND USED,40.0,14.0,10.0,573.0,204.0,49501.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-37
"TEXAS, NORTHERN",2014-35,MEANS,O'BRIEN,NARCOTICS,WC,D,41677.0,30,0,30,INSTALLED AND USED,10.0,44.0,23.0,435.0,2.0,10641.0,2000.0,7.0,1.0,0.0,0.0,0.0,7.0,,
"TEXAS, NORTHERN",2014-36,LINDSAY,O'BRIEN,CONSPIRACY,WC,D,41694.0,30,0,30,INSTALLED AND USED,30.0,27.0,12.0,803.0,76.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-33,RELATED TO NO. 2014-33
"TEXAS, NORTHERN",2014-37,MEANS,O'BRIEN,NARCOTICS,WC,D,41708.0,30,0,30,INSTALLED AND USED,7.0,0.0,3.0,3.0,0.0,7634.0,1600.0,6.0,1.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2014-38,KINKEADE,BLANCO,CONSPIRACY,WC,D,41711.0,30,2,90,INSTALLED AND USED,90.0,60.0,33.0,5409.0,967.0,174607.0,8100.0,20.0,0.0,0.0,0.0,0.0,20.0,,
"TEXAS, NORTHERN",2014-39,KINKEADE,BLANCO,NARCOTICS,WC,D,41729.0,30,0,30,INSTALLED AND USED,30.0,8.0,5.0,254.0,164.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
"TEXAS, NORTHERN",2014-40,MEANS,BLANCO,NARCOTICS,WC,D,41733.0,30,0,30,INSTALLED AND USED,14.0,10.0,6.0,145.0,17.0,13696.0,1600.0,6.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2014-41,KINKEADE,O'BRIEN,CONSPIRACY,WC,D,41751.0,30,0,30,INSTALLED AND USED,30.0,41.0,11.0,1243.0,91.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-33,RELATED TO NO. 2014-33
"TEXAS, NORTHERN",2014-42,KINKEADE,BITKOWER,NARCOTICS,WC,D,41757.0,30,0,30,INSTALLED AND USED,30.0,51.0,10.0,1516.0,713.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
"TEXAS, NORTHERN",2014-43,GODBEY,BITKOWER,CONSPIRACY,WC,D,41800.0,30,0,30,INSTALLED AND USED,30.0,50.0,18.0,1507.0,285.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-33,RELATED TO NO. 2014-33
"TEXAS, NORTHERN",2014-44,LYNN,O'BRIEN,NARCOTICS,WC,D,41870.0,30,1,60,INSTALLED AND USED,60.0,144.0,25.0,8652.0,955.0,289494.0,1600.0,20.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2014-45,BOYLE,BLANCO,NARCOTICS,WC,D,41915.0,30,1,60,INSTALLED AND USED,60.0,21.0,13.0,1245.0,268.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
"TEXAS, NORTHERN",2014-46,FITZWATER,BLANCO,NARCOTICS,WC,D,41955.0,30,0,30,INSTALLED AND USED,30.0,9.0,2.0,261.0,63.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-44,RELATED TO NO. 2014-44
"TEXAS, NORTHERN",2014-47,FITZWATER,BLANCO,NARCOTICS,WC,D,41964.0,30,0,30,INSTALLED AND USED,30.0,33.0,9.0,977.0,225.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-44,RELATED TO NO. 2014-44
"TEXAS, NORTHERN",2014-48,FITZWATER,O'BRIEN,NARCOTICS,WC,D,41974.0,30,0,30,INSTALLED AND USED,30.0,123.0,11.0,3685.0,265.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
"TEXAS, NORTHERN",2015-1,FITZWATER,SUH,NARCOTICS,WC,D,41976.0,30,0,30,INSTALLED AND USED,30.0,18.0,3.0,531.0,282.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-44,RELATED TO NO. 2014-44
