Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"OHIO, NORTHERN",2015-59,HELMICK,,NARCOTICS,TX,D,42160.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,0.0,0,0,0,73294.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-60,PEARSON,,NARCOTICS,WC,D,42104.0,30.0,3.0,120.0,INSTALLED AND USED,118.0,81.0,24,"9,645",395,175793.0,7775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-62,BOYKO,,NARCOTICS,"WC,TX",D,42172.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,9.0,33,540,471,76420.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-65,LIOI,,NARCOTICS,"WC,TX",D,42207.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,5,12,12,27693.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-66,PEARSON,,NARCOTICS,WC,D,42233.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,1.0,9,22,21,27745.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-68,GWIN,,NARCOTICS,"WC,TX",D,42220.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,132,"1,347",533,41010.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-71,HELMICK,,NARCOTICS,WC,D,42075.0,30.0,5.0,180.0,INSTALLED AND USED,180.0,0.0,0,0,0,237310.0,13750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-72,PEARSON,O'BRIEN,NARCOTICS,WC,D,42226.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,48.0,21,"2,912",488,52970.0,1000.0,50.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-75,LIOI,,NARCOTICS,WC,D,42227.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,47.0,46,"2,827",605,76270.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-76,LIOI,,NARCOTICS,WC,D,42262.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,67.0,30,"2,023",453,37902.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-77,GAUGHAN,O'BRIEN,NARCOTICS,WC,D,42296.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,68.0,272,"2,040","1,729",34723.0,3074.0,260.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-78,ADAMS,O'BRIEN,NARCOTICS,WC,D,42326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,24,153,0,39995.0,15000.0,1.0,0.0,0.0,0.0,0.0,1.0,,
"OHIO, NORTHERN",2015-80,POLSTER,,NARCOTICS,"WC,TX",D,42326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,8,200,180,27793.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2015-99,PEARSON,O'BRIEN,DRUGS - ILLEGAL,WC,D,42313.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2015-104,NUGENT,BLANCO,DRUGS - ILLEGAL,WC,D,42077.0,16.0,0.0,16.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2015-106,PEARSON,,NARCOTICS,WC,D,42193.0,30.0,0.0,30.0,NEVER INSTALLED,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-50,PEARSON,,NARCOTICS,WC,D,42346.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,31.0,26,956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-72,RELATED TO NO. 2015-72
"OHIO, NORTHERN",2016-51,GWIN,,NARCOTICS,WC,D,42438.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,75,150,0,87477.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-52,BOYKO,,GAMBLING,WC,D,42445.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,3,27,10,45091.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-20
"OHIO, NORTHERN",2016-53,BOYKO,,NARCOTICS,WC,D,42403.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,243.0,217,"14,606",663,253695.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-55,POLSTER,,NARCOTICS,"WC,TX,AP",D,42460.0,30.0,1.0,60.0,INSTALLED AND USED,42.0,11.0,31,493,148,56111.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-57,"OLIVER, JR.",,NARCOTICS,WC,D,42411.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,20.0,69,"2,456",631,158201.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-58,NUGENT,,NARCOTICS,WC,D,42487.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,12.0,232,773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51
"OHIO, NORTHERN",2016-59,GWIN,,NARCOTICS,WC,D,42438.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,12.0,316,"1,147",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51
"OHIO, NORTHERN",2016-61,POLSTER,,NARCOTICS,"WC,TX",D,42572.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,9,362,133,41354.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, NORTHERN",2016-62,ZOUHARY,O'BRIEN,CONSPIRACY,WC,D,42600.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,2.0,9,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-63,RELATED TO NO. 2015-19
"OHIO, NORTHERN",2016-63,ZOUHARY,,CONSPIRACY,WC,D,42529.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,8.0,48,727,0,191759.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-19
"OHIO, NORTHERN",2016-64,GAUGHAN,,$LAUNDERING,EE,H,42614.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,22333.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-22
"OHIO, NORTHERN",2016-65,ZOUHARY,,CONSPIRACY,WC,D,42635.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,15,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-63,RELATED TO NO. 2015-19
"OHIO, NORTHERN",2016-66,ZOUHARY,,CONSPIRACY,WC,D,42677.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,24,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-63,RELATED TO NO. 2015-19
"OHIO, NORTHERN",2016-67,ZOUHARY,,CONSPIRACY,WC,D,42689.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,51,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-63,RELATED TO NO. 2015-19
"OHIO, NORTHERN",2016-69,PEARSON,SUH,DRUGS - ILLEGAL,WC,D,42346.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2016-70,PEARSON,O'BRIEN,DRUGS - ILLEGAL,WC,D,42510.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2016-71,PEARSON,O'BRIEN,DRUGS - ILLEGAL,WC,D,42474.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2016-72,PEARSON,BLANCO,DRUGS - ILLEGAL,WC,D,42390.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, NORTHERN",2016-74,PEARSON,BLANCO,DRUGS - ILLEGAL,WC,D,42321.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OHIO, SOUTHERN",2015-8,"SARGUS, JR.",,NARCOTICS,"WC,TX",D,42230.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,66.0,34,"1,932",404,36643.0,625.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, SOUTHERN",2015-10,DLOTT,,NARCOTICS,"WC,TX",D,42262.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,81.0,9,"4,893","3,118",76918.0,2398.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, SOUTHERN",2015-12,BARRETT,,NARCOTICS,"WC,TX",D,42310.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,3,450,125,38900.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-10
"OHIO, SOUTHERN",2016-8,"SARGUS, JR.",,NARCOTICS,WC,D,42296.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,54208.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, SOUTHERN",2016-9,"SARGUS, JR.",,NARCOTICS,"WC,TX",D,42338.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,38210.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, SOUTHERN",2016-11,DLOTT,O'BRIEN,NARCOTICS,WC,D,42450.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,16.0,12,118,75,115490.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-7
"OHIO, SOUTHERN",2016-12,BARRETT,O'BRIEN,NARCOTICS,WC,D,42461.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,60.0,27,"1,445","1,403",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-11,RELATED TO NO. 2015-7
"OHIO, SOUTHERN",2016-13,RICE,O'BRIEN,NARCOTICS,WC,D,42450.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,3.0,23,149,149,68591.0,1140.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"OHIO, SOUTHERN",2016-14,DLOTT,,NARCOTICS,WC,D,42499.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,7.0,11,61,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-11,RELATED TO NO. 2015-7
"OHIO, SOUTHERN",2016-15,DLOTT,O'BRIEN,NARCOTICS,WC,R,42583.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,306.0,35,"6,433","1,461",22123.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, EASTERN",2016-1,WHITE,,NARCOTICS,"WC,TX",D,42655.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,173.0,377,"9,879","2,129",67372.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, NORTHERN",2015-9,FRIZZELL,,NARCOTICS,WC,D,42097.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,112.0,205,"5,157",772,53755.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, NORTHERN",2015-11,FRIZZELL,,NARCOTICS,"WC,TX,AP",D,42185.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,223.0,88,"4,698",304,26905.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-9
"OKLAHOMA, NORTHERN",2016-5,DOWDELL,O'BRIEN,NARCOTICS,WC,D,42545.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,196.0,15,"3,543",901,102646.0,280.0,6.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2014-30,FRIOT,,NARCOTICS,"WC,TX",D,41758.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,23.0,38,673,30,26040.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2014-31,HEATON,,NARCOTICS,"WC,TX",D,41850.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,381.0,76,"22,537","9,092",55120.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2016-5,DEGIUSTI,O'BRIEN,NARCOTICS,WC,D,42342.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,27,903,280,145122.0,2941.0,20.0,0.0,0.0,0.0,0.0,2.0,,
"OKLAHOMA, WESTERN",2016-6,DEGIUSTI,,NARCOTICS,WC,D,42376.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,17.0,3,523,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-5,RELATED TO NO. 2016-5
"OKLAHOMA, WESTERN",2016-7,DEGIUSTI,O'BRIEN,NARCOTICS,WC,D,42404.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,24.0,8,173,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-5,RELATED TO NO. 2016-5
"OKLAHOMA, WESTERN",2016-8,MILES-LAGRANGE,O'BRIEN,NARCOTICS,WC,D,42429.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,64.0,18,"2,787","1,066",55649.0,3280.0,13.0,0.0,0.0,0.0,0.0,6.0,,
"OKLAHOMA, WESTERN",2016-10,HEATON,,NARCOTICS,WC,D,42522.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,48.0,91,961,80,27014.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2016-11,DEGIUSTI,O'BRIEN,NARCOTICS,WC,D,42552.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,554.0,8,"3,883","1,338",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-12,RELATED TO NO. 2016-12
"OKLAHOMA, WESTERN",2016-12,HEATON,O'BRIEN,NARCOTICS,WC,D,42538.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,429.0,19,"12,893","3,923",35346.0,1080.0,27.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2016-13,HEATON,,NARCOTICS,WC,D,42578.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,4.0,1,33,4,10432.0,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"OKLAHOMA, WESTERN",2016-14,DEGIUSTI,O'BRIEN,NARCOTICS,"WC,TX",D,42552.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OKLAHOMA, WESTERN",2016-15,DEGIUSTI,HULSER,NARCOTICS,"WC,TX",D,42664.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OKLAHOMA, WESTERN",2016-16,DEGIUSTI,SUH,NARCOTICS,WC,D,42649.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OKLAHOMA, WESTERN",2016-17,DEGIUSTI,O'BRIEN,NARCOTICS,WC,D,42629.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"OKLAHOMA, WESTERN",2016-18,DEGIUSTI,HULSER,NARCOTICS,"WC,TX",D,42678.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2014-70,SIMON,,NARCOTICS,WC,D,41758.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,25893.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2014-72,BROWN,,NARCOTICS,"WC,TX",D,41831.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,28562.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-48,SIMON,,NARCOTICS,"WC,TX",D,41955.0,30.0,2.0,90.0,INSTALLED AND USED,77.0,,,,,263582.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-50,SIMON,,NARCOTICS,"WC,TX",D,42131.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,113.0,97,"3,298",504,26028.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-53,MOSMAN,,NARCOTICS,"WC,TX",D,42139.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,445.0,31,"12,933","2,765",26028.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-55,MOSMAN,,NARCOTICS,"WC,TX",D,42180.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,73.0,23,803,333,11129.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-56,MOSMAN,,NARCOTICS,"WC,TX",D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,3.0,4.0,3,13,2,6288.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-57,MOSMAN,,NARCOTICS,"WC,TX",D,42193.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,0.0,0,0,0,11129.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-61,MOSMAN,,NARCOTICS,"WC,TX",D,42219.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,35.0,27,456,165,25157.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-62,SIMON,,NARCOTICS,"WC,TX",D,42220.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,37.0,15,453,158,11500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2015-64,HERNANDEZ,,NARCOTICS,WC,D,42233.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,12,202,58,39760.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2015-66,SIMON,,NARCOTICS,"WC,TX",D,42202.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,59.0,30,"3,506",579,63953.0,4000.0,24.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-68,MOSMAN,,NARCOTICS,"WC,TX",D,42167.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,28.0,105,"2,493","1,350",179784.0,21000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-71,MOSMAN,,NARCOTICS,"WC,TX",D,42269.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,46.0,12,598,249,25157.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-72,MOSMAN,,NARCOTICS,"WC,TX",D,42283.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,26.0,15,339,219,25157.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-74,SIMON,,NARCOTICS,"WC,TX",D,42278.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,9.0,20,284,163,25028.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2015-76,BROWN,,NARCOTICS,"WC,TX",D,42251.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,87.0,38,"5,099",458,54264.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2015-78,SIMON,,NARCOTICS,"WC,TX",D,42292.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,25.0,25,750,360,38018.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2015-80,MOSMAN,O'BRIEN,NARCOTICS,WC,D,42298.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,102.0,68,"5,926",279,577246.0,31266.0,16.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2015-81,HERNANDEZ,,NARCOTICS,"WC,TX",D,42345.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,,,,,12976.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2016-41,SIMON,,NARCOTICS,"WC,TX","D,R",42310.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,29252.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-66
OREGON,2016-42,MOSMAN,O'BRIEN,NARCOTICS,WC,D,42345.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,46.0,116,"2,691",746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-80,RELATED TO NO. 2015-80
OREGON,2016-43,SIMON,,NARCOTICS,WC,D,42412.0,30.0,2.0,90.0,INSTALLED AND USED,84.0,130.0,216,"10,927","3,660",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-80,RELATED TO NO. 2015-80
OREGON,2016-44,MOSMAN,O'BRIEN,NARCOTICS,WC,D,42508.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,100.0,64,"1,204",539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-80,RELATED TO NO. 2015-80
OREGON,2016-46,SIMON,,NARCOTICS,"WC,TX",D,42488.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,42.0,202,"2,469",198,67184.0,1268.0,21.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2016-47,SIMON,,NARCOTICS,WC,D,42550.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,18.0,44,344,119,25907.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-46
OREGON,2016-49,MOSMAN,,NARCOTICS,"WC,TX",D,42508.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,267.0,160,"15,789","2,091",45334.0,3400.0,24.0,0.0,0.0,0.0,0.0,0.0,,
OREGON,2016-52,SIMON,,NARCOTICS,"WC,TX",D,42514.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,23.0,119,"1,359",279,71089.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-46
OREGON,2016-54,HERNANDEZ,,NARCOTICS,WC,D,42577.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,34.0,55,"1,007",179,23477.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-46
OREGON,2016-55,SIMON,,NARCOTICS,"WC,TX",D,42580.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,12,46,13,24032.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-46
OREGON,2016-57,SIMON,,NARCOTICS,"WC,TX",D,42612.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,28.0,75,816,408,47130.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-46
OREGON,2016-59,SIMON,DOWNING,CONSPIRACY,WC,D,42384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-60,MOSMAN,BLANCO,CONSPIRACY,WC,D,42692.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-61,MOSMAN,BLANCO,CONSPIRACY,WC,D,42691.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-62,HERNANDEZ,O'BRIEN,CONSPIRACY,WC,D,42578.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-63,SIMON,BLANCO,CONSPIRACY,"WC,TX",D,42515.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-64,SIMON,BLANCO,CONSPIRACY,"WC,TX",D,42692.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-65,SIMON,O'BRIEN,CONSPIRACY,"WC,TX",D,42613.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-66,SIMON,DOWNING,CONSPIRACY,WC,D,42550.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-67,SIMON,BLANCO,CONSPIRACY,"WC,TX",D,42663.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-68,SIMON,O'BRIEN,CONSPIRACY,WC,D,42412.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-69,SIMON,DOWNING,CONSPIRACY,"WC,TX",D,42570.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-70,SIMON,,CONSPIRACY,"WC,TX",D,42489.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-71,SIMON,BLANCO,CONSPIRACY,"WC,TX",D,42580.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-72,MOSMAN,O'BRIEN,CONSPIRACY,"WC,TX",D,42508.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
OREGON,2016-73,MOSMAN,HULSER,CONSPIRACY,WC,D,42661.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, EASTERN",2010-14,RUFE,,NARCOTICS,WC,D,40365.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,97.0,16,"5,865","5,032",31739.0,2200.0,13.0,1.0,0.0,0.0,0.0,13.0,,
"PENNSYLVANIA, EASTERN",2012-20,TUCKER,BREUER,NARCOTICS,WC,"D,R",40921.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,180.0,83,"10,481","1,348",,,,,,,,,RELATED TO NO. 2012-22,RELATED TO NO. 2012-22
"PENNSYLVANIA, EASTERN",2012-21,TUCKER,BREUER,NARCOTICS,WC,"D,R",40907.0,30.0,2.0,90.0,INSTALLED AND USED,68.0,30.0,70,"2,088",421,,,,,,,,,RELATED TO NO. 2012-22,RELATED TO NO. 2012-22
"PENNSYLVANIA, EASTERN",2012-22,TUCKER,BREUER,NARCOTICS,WC,"D,R",40883.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,19.0,58,"1,775",400,571993.0,15030.0,6.0,,,,,,,
"PENNSYLVANIA, EASTERN",2012-23,TUCKER,BREUER,NARCOTICS,WC,"D,R",40963.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,91.0,17,"2,755",287,,,,,,,,,RELATED TO NO. 2012-22,RELATED TO NO. 2012-22
