State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEW YORK,QUEENS,2014-481,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41494.0,30.0,8.0,270.0,INSTALLED AND USED,240.0,35.0,59,"8,574","1,028",48000.0,24000.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-482,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41522.0,30.0,7.0,240.0,INSTALLED AND USED,212.0,41.0,47,"8,881",755,42400.0,21200.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-483,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,318.0,98,"18,776",164,11800.0,5900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-484,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41704.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,1,1,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-485,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,8.0,19,508,48,11800.0,5900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-486,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,38.0,38,"2,286",167,11800.0,5900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-487,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,156.0,119,"9,103",65,11600.0,5800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-488,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,13.0,15,"1,092",56,15800.0,7900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-489,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41522.0,30.0,7.0,240.0,INSTALLED AND USED,212.0,41.0,41,"8,789",788,42400.0,21200.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-490,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,21.0,12,"1,728",116,15800.0,7900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-491,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,30.0,21,"2,391",175,15800.0,7900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-492,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,16.0,13,"1,338",72,15800.0,7900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-493,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41626.0,30.0,3.0,120.0,INSTALLED AND USED,108.0,20.0,25,"2,185",165,21600.0,10800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-494,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41626.0,30.0,3.0,120.0,INSTALLED AND USED,108.0,114.0,43,"12,369",982,21600.0,10800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-495,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41617.0,30.0,4.0,150.0,INSTALLED AND USED,144.0,8.0,21,"1,227",96,28800.0,14400.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-496,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41617.0,30.0,4.0,150.0,INSTALLED AND USED,144.0,10.0,18,"1,445",99,28800.0,14400.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-497,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41599.0,30.0,3.0,120.0,INSTALLED AND USED,108.0,4.0,12,437,33,21600.0,10800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-498,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,7,20,4,11600.0,5800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-499,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,19.0,23,"1,070",45,11200.0,5600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-500,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41718.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,5.0,9,158,14,11600.0,5800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-501,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41655.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,19.0,23,"1,070",45,11200.0,5600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-502,BUCHTER,BROWN,NARCOTICS,WC,D,41725.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,146,217,8,6000.0,3000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-503,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41668.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,18.0,2,"1,575",56,17400.0,8700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-504,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41733.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,4.0,10,119,9,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-505,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41733.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,4.0,11,115,0,5200.0,2600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-506,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41704.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,0.0,6,34,8,11400.0,5700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-507,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41718.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,71.0,34,"4,120",94,11600.0,5800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-508,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41754.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,66.0,107,"1,917",16,5800.0,2900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-509,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41725.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,14.0,77,836,23,11400.0,5700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-510,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41733.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,6.0,16,375,25,11400.0,5700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-511,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41754.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,10.0,32,621,96,11400.0,5700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-512,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41743.0,12.0,2.0,72.0,INSTALLED AND USED,68.0,13.0,709,927,28,13600.0,6800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-513,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41725.0,30.0,2.0,90.0,INSTALLED AND USED,86.0,9.0,82,835,34,17200.0,8600.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-514,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41789.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,1.0,3,50,1,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-515,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41683.0,30.0,4.0,150.0,INSTALLED AND USED,106.0,58.0,56,"6,170",230,21200.0,10600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-516,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41789.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,2.0,4,67,3,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-517,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41810.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,2.0,18,70,2,5600.0,2800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-518,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41816.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,0.0,1,4,0,5400.0,2700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-519,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41816.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,1,1,0,5200.0,2600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-520,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41725.0,30.0,4.0,150.0,INSTALLED AND USED,141.0,142.0,151,"20,028",141,28200.0,14100.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-521,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41382.0,30.0,18.0,570.0,INSTALLED AND USED,548.0,53.0,119,"29,227","10,485",109600.0,54800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-522,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41844.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,1,1,0,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-523,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41837.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,171.0,119,"9,937",748,11600.0,5800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-524,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41865.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,67,761,0,6000.0,3000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-525,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,0.0,2,5,0,5400.0,2700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-526,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,1.0,4,31,0,5400.0,2700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-527,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41704.0,30.0,6.0,210.0,INSTALLED AND USED,197.0,21.0,45,"4,144",99,39400.0,19700.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-528,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41844.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,6.0,7,380,23,11600.0,5800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-529,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,2,7,0,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-530,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,1,1,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-531,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,3,7,0,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-532,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41913.0,11.0,0.0,11.0,INSTALLED AND USED,10.0,174.0,4,"1,749",44,2000.0,1000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-533,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41865.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,7.0,60,439,44,11600.0,5800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-534,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41810.0,30.0,3.0,120.0,INSTALLED AND USED,113.0,217.0,895,"24,579",723,22600.0,11300.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-535,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41894.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,12.0,217,367,37,5800.0,2900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-536,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41913.0,11.0,0.0,11.0,INSTALLED AND USED,10.0,0.0,1,1,0,2000.0,1000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-537,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41837.0,30.0,2.0,90.0,INSTALLED AND USED,86.0,47.0,224,"4,113",7,17200.0,8600.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-538,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41900.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,2,4,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-539,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41900.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,3,7,1,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-540,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41900.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,3.0,5,98,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-541,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41914.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,1,3,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-542,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41933.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,14,27,0,5600.0,2800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-543,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41851.0,15.0,3.0,105.0,INSTALLED AND USED,99.0,25.0,102,"2,561",138,19800.0,9900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-544,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41913.0,11.0,1.0,41.0,INSTALLED AND USED,37.0,128.0,22,"4,741",231,7400.0,3700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-545,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41928.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,250.0,23,"7,250",53,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-546,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41928.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,19.0,32,568,7,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2014-547,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41949.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,7,22,0,5800.0,2900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-548,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41894.0,30.0,2.0,90.0,INSTALLED AND USED,84.0,321.0,401,"27,013","1,749",16800.0,8400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-549,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41922.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,521.0,121,"29,209",4,11200.0,5600.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-550,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,0.0,23,5,0,3800.0,1900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-551,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,733.0,72,"13,931",12,3800.0,1900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-552,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41922.0,30.0,2.0,90.0,INSTALLED AND USED,74.0,9.0,84,721,39,14800.0,7400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2014-553,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,1.0,4,32,1,3800.0,1900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-474,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41872.0,30.0,4.0,150.0,INSTALLED AND USED,142.0,25.0,51,"3,658",412,28400.0,14200.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-475,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41913.0,11.0,0.0,11.0,INSTALLED AND USED,10.0,0.0,11,2,0,2000.0,1000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-476,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41984.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,7.0,22,215,16,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-477,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41984.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,16.0,9,492,28,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-478,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41989.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,5.0,12,165,0,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-479,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41989.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,1.0,5,46,1,5600.0,2800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-480,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,7.0,54,335,23,8800.0,4400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-481,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41894.0,30.0,4.0,150.0,INSTALLED AND USED,127.0,1.0,35,185,20,25400.0,12700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-482,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41995.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,3742.0,109,"97,296",3,5200.0,2600.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-483,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,3.0,150,172,13,8800.0,4400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-484,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,22.0,18,971,48,8800.0,4400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-485,KNOPF,BROWN,NARCOTICS,"WC,TX",D,42012.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,1,1,0,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-486,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41914.0,30.0,4.0,150.0,INSTALLED AND USED,129.0,10.0,39,"1,416",257,25800.0,12900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-487,KNOPF,BROWN,NARCOTICS,"WC,TX",D,42012.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,115.0,64,"3,337",44,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-488,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41989.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,0.0,4,18,1,11200.0,5600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-489,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41995.0,30.0,1.0,60.0,INSTALLED AND USED,54.0,1.0,12,80,6,10800.0,5400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-490,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41977.0,30.0,2.0,90.0,INSTALLED AND USED,72.0,43.0,21,"3,127",346,14400.0,7200.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-491,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42020.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,1,1,0,5800.0,2900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-492,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41995.0,30.0,1.0,60.0,INSTALLED AND USED,54.0,1.0,81,106,30,10800.0,5400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-493,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41922.0,30.0,4.0,150.0,INSTALLED AND USED,127.0,29.0,"1,331","3,744",153,25400.0,12700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-494,KNOPF,BROWN,NARCOTICS,"WC,TX",D,42040.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,95.0,34,"2,755",15,5800.0,2900.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-495,KNOPF,BROWN,NARCOTICS,"WC,TX",D,41956.0,30.0,3.0,120.0,INSTALLED AND USED,116.0,57.0,31,"6,618",143,23200.0,11600.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-496,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42048.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,83.0,26,"2,325",28,5600.0,2800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-497,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42020.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,180.0,106,"10,101",831,11200.0,5600.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-498,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,41933.0,19.0,5.0,169.0,INSTALLED AND USED,143.0,264.0,278,"37,888","5,282",28600.0,14300.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-499,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42048.0,30.0,1.0,60.0,INSTALLED AND USED,49.0,6.0,54,335,22,9800.0,4900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-500,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42048.0,30.0,1.0,60.0,INSTALLED AND USED,49.0,104.0,166,"5,107",127,9800.0,4900.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-501,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42030.0,19.0,2.0,79.0,INSTALLED AND USED,67.0,3.0,18,224,35,13400.0,6700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-502,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42020.0,30.0,2.0,90.0,INSTALLED AND USED,77.0,22.0,76,"1,731",39,15400.0,7700.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-503,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42082.0,15.0,0.0,15.0,INSTALLED AND USED,15.0,2.0,30,42,1,3000.0,1500.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-504,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42075.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,2,10,1,4400.0,2200.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-505,KNOPF,BROWN,NARCOTICS,"WC,TX",D,42012.0,30.0,2.0,90.0,INSTALLED AND USED,88.0,52.0,46,"4,608",134,17600.0,8800.0,15.0,0.0,0.0,0.0,0.0,15.0,,
NEW YORK,QUEENS,2015-506,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42082.0,15.0,1.0,45.0,INSTALLED AND USED,44.0,29.0,80,"1,278",181,8800.0,4400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-507,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42082.0,15.0,1.0,45.0,INSTALLED AND USED,44.0,12.0,10,556,27,8800.0,4400.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-508,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42096.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,10,144,2,6000.0,3000.0,11.0,0.0,0.0,0.0,0.0,8.0,,
NEW YORK,QUEENS,2015-509,BUCHTER,BROWN,NARCOTICS,"WC,TX",D,42048.0,30.0,2.0,90.0,INSTALLED AND USED,78.0,35.0,12,"2,787",305,15600.0,7800.0,11.0,0.0,0.0,0.0,0.0,8.0,,
